,Tên Sách,Ảnh bìa,Thể loại,Tác giả,Nội dung tóm tắt,Giá bìa,Công ty phát hành,Ngày xuất bản,Kích thước,Loại bìa,Số trang,Nhà xuất bản,Dịch Giả,Phiên bản,Lưu ý,Thương hiệu
340,Các Món Gỏi,https://salt.tikicdn.com/cache/280x280/ts/product/e7/d8/d9/b4e493f699fcaa1dbfecceab7f395727.jpg,Nấu ăn,Triệu Thị Chơi,Các Món Gỏi...,31200,NXB Hồng Đức,,,,,,,,,
341,30 Món Bún Ngon,https://salt.tikicdn.com/cache/280x280/media/catalog/product/3/0/30_mon_bun_ngon_1.jpg,Nấu ăn,Quỳnh Hương,30 Món Bún Ngon Mục lục: Bún mực chua cay Bún mực luộc Bún mát Bún riêu Bún cá ngừ Bún cá miền Trung Bún cá rau cần Bún cá xào Bún ốc Bún sứa Bún chả cua Bún cua chua Bún mắm Bún vịt nấu...,20350,Công Ty TNHH Văn Hóa Việt Thư,2012-04-01 07:00:00,14.5 x 20.5 cm,Bìa mềm,64,Nhà Xuất Bản Văn Hoá Thông Tin,,,,
342,Việt Nam Miền Ngon (Tái Bản 2019),https://salt.tikicdn.com/cache/280x280/ts/product/56/61/53/69f0da4f7205b5e2e333203622bda966.jpg,Nấu ăn,Lê Rin ,"Việt Nam Miền Ngon (Tái Bản 2019)   ""Việt Nam miền ngon"" tác giả Le Rin là cuốn sách song ngữ Việt Anh về các món ăn Việt với minh họa màu sống động. Tác giả đã khéo léo lồng ghép cách chế biến (đơn ...",109650,Thái Hà,,,,,Nhà Xuất Bản Lao Động Xã Hội,,,,
343,Sushi Và Xiên Nướng,https://salt.tikicdn.com/cache/280x280/ts/product/15/eb/31/20cebf1f185048175d6f16d3502ea643.JPG,Nấu ăn,Laure Kié,"Cùng với mì Ramen, Sushi được xem là biểu tượng của đất nước mặt trời mọc và chế biến sushi gần như là một môn nghệ thuật tại Nhật Bản. Cần ít nhất 10 năm để một người có thể trở thành nghệ nhân làm s...",60000,I Love Cookbooks,2019-01-05 00:00:00,17 x 24 cm,Bìa mềm,144,Nhà Xuất Bản Thế Giới,Hồng Nhung “Bake.It.Glamorous”,,,
344,Thực Đơn Cơm Gia Đình 3 Món Miền Trung (Tái Bản),https://salt.tikicdn.com/cache/280x280/media/catalog/product/i/m/img265_2_1_1.jpg,Nấu ăn,Đỗ Kim Trung,Thực Đơn Cơm Gia Đình 3 Món Miền Trung Mục LụcThực Đơn 1- Vịt kho măng- cá hanh nấu hành- Măng trộn thịt bòThực Đơn 2- Cá bống dừa kho- Canh bầu nấu hến- Bông bí nhồi tôm thịtThực Đơn 3- Cá trê nướng...,32930,Việt Thư,2011-06-09 00:00:00,14.5 x 20.5 cm,Bìa mềm,64,,,,,
345,Bí Mật Chocolate,https://salt.tikicdn.com/cache/280x280/media/catalog/product/8/_/8_bia.u335.d20170210.t103520.856717.jpg,Nấu ăn,Khoa Phan,"Bí Mật Chocolate Sự tươi mới luôn là yếu tố quyết định tính hấp dẫn và hương vị thơm ngon của món ăn và chocolate không ngoại lệ. Bạn khó có thể quên được cảm giác tươi nguyên, mềm mại và ngọt dịu nơ...",49000,I Love Cookbooks,2017-02-10 00:00:00,15.6 x 21 cm,,110,,,,,
346,Món Ăn Đường Phố,https://salt.tikicdn.com/cache/280x280/ts/product/9b/25/ac/eebc5a17d8cada2b7184ebfe3378afb2.jpg,Nấu ăn,Yanny Đặng,"Tôi thích những món ăn, đặc biệt là món ăn đường phố. Ở đó, tôi nhận thấy món ăn có thật nhiều hương vị, nhiều kiểu dáng và nhiều hình thức khác nhau. Mỗi khi rảnh rỗi, tôi thường lang thang trên phố ...",41600,Công Ty TNHH Văn Hóa Việt Thư,2020-10-15 00:00:00,14.5 x 20.5 cm,Bìa mềm,64,Nhà Xuất Bản Hồng Đức,,,,
347,Yummy Yummy Bánh Ngon Dễ Làm,https://salt.tikicdn.com/cache/280x280/ts/product/97/f4/4a/9d1c0828c489bfac611631f347435c9f.jpg,Nấu ăn,Usborne,"Yummy Yummy Bánh Ngon Dễ Làm là một sự tập hợp đầy ngẫu hứng của các tác giả với 30 món bánh tuyệt ngon như bánh muffin, bánh brownie, bánh truffle dừa, bánh kem, bánh crunch, bánh quy,... dưới những ...",63200,NXB Phụ Nữ Việt Nam,2018-03-19 10:16:43,<p>12 x 17.4 cm</p>,Bìa mềm,64,,Minh Vy,,,
348,Không Chỉ Là Ăn,https://salt.tikicdn.com/cache/280x280/ts/product/d2/e2/92/0fe4abae50fb512237df425c92712fd2.jpg,Nấu ăn,Emiko Kato,"Không Chỉ Là ĂnChuyện ăn uống vốn không dừng lại ở câu hỏi “Hôm nay ăn gì?”. Xa hơn, Không chỉ là Ăn sẽ đưa bạn phiêu lưu cùng những nguyên liệu, công thức nấu nướng, để rồi đem đến một cái nhìn tin...",63200,Bloom Books,2018-01-01 00:00:00,13 x 19 cm,Bìa mềm,192,,Akichan,,,
349,Từ Niềm Đam Mê Nấu Ăn,https://salt.tikicdn.com/cache/280x280/media/catalog/product/t/u/tu-niem-dam-me-nau-an.jpg,Nấu ăn,Ngô Thanh Hòa,"Từ Niềm Đam Mê Nấu Ăn ""Một năm trước, sau bao năm tháng xa gia đình, tôi trở về Sài Gòn với một mong ước thật đơn giản: được sống gần gũi ba má tôi vốn đã lớn tuổi và hy vọng có cơ hội làm việc trong...",230300,Phương Nam Book,2014-07-20 00:00:00,20 x 25.5 cm,,225,,,,,
350,Sách - Món Ăn Gia Đình,https://salt.tikicdn.com/cache/280x280/ts/product/1c/cd/60/c2fd850dd3205ae7f73c905ee9659037.jpg,Nấu ăn,Yanny Đặng,       Tác giả: YANNY ĐẶNG   NXB: NXB Hồng Đức   Năm XB: 2019   Trọng lượng: 128(gr)   Kích Thước: 21 x 16 cm   Số trang: 64   Hình thức: Bìa Mềm   Giới thiệu sản phẩm:   Cuốn sách nhỏ này...,26950,Công Ty TNHH Văn Hóa Việt Thư,,,Bìa mềm,64,Nhà Xuất Bản Hồng Đức,,,,
351,Nấu Ăn Thực Dưỡng Cơ Bản (Tái Bản 2020),https://salt.tikicdn.com/cache/280x280/ts/product/28/e1/9c/e4160d88e668ee85e91d104141ab6e2e.jpg,Nấu ăn,Julia Ferré,"Nấu Ăn Thực Dưỡng Cơ Bản (Tái Bản 2020)Nấu ăn tức là làm chín thức ăn, điều ấy rất dễ. Làm thế nào để bảo đảm chất lượng món ăn, tận dụng tối đa lợi ích của nó cho cơ thể là việc không đơn giản. Cuốn...",70000,Công ty TNHH TM & DV Văn Hóa Hương Trang,2020-02-01 00:00:00,14.5 x 20.5 cm,Bìa mềm,432,Nhà Xuất Bản Đà Nẵng,Lê Hà Lộc,,,
352,"Mì Nhật - Ramen, Soba, Udon",https://salt.tikicdn.com/cache/280x280/ts/product/c9/f9/d4/6154be68f9c577bd2c6ab43a29f44c08.JPG,Nấu ăn,Laure Kié,"Cũng như cơm ở Việt Nam, mì có một vai trò vô cùng quan trọng trong nền văn hóa ẩm thực Nhật Bản. Có thể kể đến vô vàn loại mì khác nhau, các loại mì sợi truyền thống. Từ các loại mì sợi từ mì truyền ...",95200,I Love Cookbooks,2019-01-05 00:00:00,17 x 24 cm,Bìa mềm,144,,Hồng Nhung “Bake.It.Glamorous”,,,
353,Sách - Bánh Điểm Tâm (Bánh Bột Mì),https://salt.tikicdn.com/cache/280x280/ts/product/75/26/2c/e9fc4c0538a230bf9ebe07afc1413f8e.jpg,Nấu ăn,Ngọc Hương,       Nhà Cung Cấp: Cty Văn Hóa Việt Thư   Tác giả: Ngọc Hương   NXB: NXB Thời Đại   Năm XB: 2011   Trọng lượng: 180(gr)   Kích Thước: 20.5 x 14.5   Số trang: 72   Hình thức: Bìa Mềm   Gi...,21450,Công Ty TNHH Văn Hóa Việt Thư,,,Bìa mềm,72,Nhà Xuất Bản Thời Đại,,,,
354,72 Món Gỏi,https://salt.tikicdn.com/cache/280x280/media/catalog/product/0/7/073_1.jpg,Nấu ăn,Nguyễn Dzoãn Cẩm Vân,"    72 Món Gỏi Trong bữa tiệc và ngay cả trong bữa ǎn hàng ngày, gỏi là món ǎn được ưu thích. Với nguyên liệu chính là rau, quả, củ đi kèm chất đạm là thịt, cá, tôm, mực thêm ít đậu phộng và mè, và...",25740,Công Ty TNHH Văn Hóa Việt Thư,2011-09-05 07:00:00,14.5 x 20.5 cm,Bìa mềm,132,Nhà Xuất Bản Văn Hoá Thông Tin,,,,
355,Các Món Gỏi Thông Dụng ,https://salt.tikicdn.com/cache/280x280/media/catalog/product/i/m/img076.u547.d20160604.t163119.jpg,Nấu ăn,Nguyễn Trúc Chi,Các Món Gỏi Thông Dụng Cuốn sách này hướng dẫn bạn cách làm một số món gỏi thông dụng: Gỏi dồi trường; Gỏi ngó sen bao tử; Gỏi giò heo; Gỏi dưa hấu; Thịt heo tái chanh; Bò tái chanh; Bò tái me; Bê th...,30600,DNTN Văn Hóa Phẩm Xuân Hương,2012-03-15 00:00:00,14.5 x 20.5 cm ,Bìa mềm,127,Nhà Xuất Bản Tổng hợp TP.HCM,,,,
356,200 Bữa Sáng Ngon,https://salt.tikicdn.com/cache/280x280/media/catalog/product/i/m/img374_11.jpg,Nấu ăn,Nguyễn Viên Chi,"200 Bữa Sáng Ngon Ẩm thực là tiếng nói chung của tất cả mọi người về màu sắc, hương vị và cảm xúc. Mỗi một món ăn không chỉ đơn thuần là công thức chế biến mà còn là câu chuyện văn hóa. Những bí quyế...",48000,Tân Việt,2015-05-15 00:00:00,13 x 20.5 cm ,Bìa mềm,249,Nhà Xuất Bản Hà Nội,,,,
357, 30 Công Thức Nấu Ăn Của YANNY-  Món Ăn Gia Đình,https://salt.tikicdn.com/cache/280x280/ts/product/f6/a2/cd/d1a16f30ba985482bb17218e1d4c0247.jpg,Nấu ăn,Yanny Đặng,"30 Công Thức Nấu Ăn Của YANNY-  Món Ăn Gia Đình Tác giả Yanny Đặng (Chuyên gia phát triển thực đơn dinh dưỡng, giáo viên bộ môn Chế biến thực phẩm Nhà Văn hóa Phụ Nữ Tp.HCM) nói về niềm vui khi “trổ ...",26950,Công Ty TNHH Văn Hóa Việt Thư,2015-12-18 00:00:00,14.5 x 20.5 cm,Bìa mềm,63,Nhà Xuất Bản Hồng Đức,,,,
358,Các Món Chè Và Bánh Truyền Thống,https://salt.tikicdn.com/cache/280x280/media/catalog/product/i/m/img453.u335.d20160804.t134123.134900.jpg,Nấu ăn,Vân Anh (biên soạn),"Các Món Chè Và Bánh Truyền Thống Cuốn sách sẽ giúp các bạn hoàn thành những món chè và bánh truyền thống ngon nhất của cả 3 miền Bắc - Trung - Nam, để cả gia đình cùng thưởng thức: - Chè ngũ sắc - ...",19500,Huy Hoàng Bookstore,2016-08-04 00:00:00,11 x 18 cm,Bìa mềm,146,,,,,
359,Các Món Xúp Thông Dụng,https://salt.tikicdn.com/cache/280x280/media/catalog/product/i/m/img010.u335.d20160604.t093144_1.jpg,Nấu ăn,Triệu Thị Chơi,"Các Món Xúp Thông Dụng Với cách hướng dẫn cụ thể, chi tiết, dễ hiểu, cuốn sách này sẽ giúp bạn chế biến được nhiều món xúp ngon và lạ miệng: - Bí rợ hầm dừa - Canh cua đồng nấu cải bẹ xanh - Canh ...",27060,DNTN Văn Hóa Phẩm Xuân Hương,2014-03-04 00:00:00,10 x 18 cm,Bìa mềm,176,,,,,
360,Sách - MOCKTAIL 210 công thức pha chế mocktail tuyệt đỉnh,https://salt.tikicdn.com/cache/280x280/ts/product/1c/25/70/399bd6ab5555cea1388c37badc5f5554.jpg,Nấu ăn,Sharmila Chand,       MOCKTAIL   Tác giả: Sharmila Chand   Bìa mềm   Số trang: 180 trang   Khổ: 17x21cm   Giá bìa: 159.000đ   Thương hiệu sách I love Cookbook   Nhà xuất bản Thế Giới   Ngày phát hành: 26...,123000,I Love Cookbooks,,,,180,Nhà Xuất Bản Thế Giới,,,,
361,30 Món Ăn Ngày Thường (Tập 1),https://salt.tikicdn.com/cache/280x280/media/catalog/product/i/m/img786.u2487.d20160604.t163755.jpg,Nấu ăn,Nguyễn Thị Phụng,"30 Món Ăn Ngày Thường (Tập 1)  Cuốn sách 30 Món Ăn Ngày Thường (Tập 1) giới thiệu và hướng dẫn những món ăn ngày thường, như: 1. Lưỡi heo nấu đậu 2. Ragu sườn heo 3. Thịt dồn cà chua 4. Xíu mại t...",31160,DNTN Văn Hóa Phẩm Xuân Hương,2015-12-30 00:00:00,14.5 x 20.5 cm,Bìa mềm,63,,,,,
362,Bếp Ấm Nhà Vui - Thương Món Ăn Nam Bộ,https://salt.tikicdn.com/cache/280x280/ts/product/9f/81/9b/f743199b3cdd89eafedf77d59c11be74.jpg,Nấu ăn,Lê Duy Niệm,"Cuốn sách là tập hợp những bài viết tản mản về nhiều món ăn đặc trưng của người dân Nam Bộ, đặc biệt là miền Tây. Qua những món ăn như ba khía, canh chua, chè kiểm, bánh ướt ngọt, khoai mì nước dừa cù...",89000,Alphabooks,2019-06-01 00:00:00,14 x 20.5 cm,Bìa mềm,212,,,,,
363,Món Ăn Cho Bà Mẹ Sau Sinh,https://salt.tikicdn.com/cache/280x280/media/catalog/product/i/m/img762_5.jpg,Nấu ăn,Mai Oanh,"Món Ăn Cho Bà Mẹ Sau Sinh Chuẩn bị thức ăn cho sản phụ sau sinh cần chú trọng để phục hồi thể lực người; tăng tiết và đảm bảo chất lượng sữa. Cuốn sách giới thiệu cách chế biến những món ăn ngon, đầy...",21450,Công Ty TNHH Văn Hóa Việt Thư,2015-06-30 00:00:00,14.5 x 20.5 cm,Bìa mềm,63,Nhà Xuất Bản Thời Đại,,,,
364,Các Món Ăn Thông Dụng,https://salt.tikicdn.com/cache/280x280/media/catalog/product/c/a/cac-mon-an-thong-dung.jpg,Nấu ăn,Triệu Thị Chơi,"Các Món Ăn Thông Dụng Các Món Ăn Thông Dụng giới thiệu các món ăn thông dụng, phổ biến trong thực đơn nấu ăn gia đình, hướng dẫn bạn cách chế biến những món ăn đơn giản. Với sự hướng dẫn một cách cụ...",23100,Công Ty TNHH Văn Hóa Việt Thư,2013-03-31 00:00:00,14.5 x 20.5 cm,Bìa mềm,176,Nhà Xuất Bản Văn Hoá Thông Tin,,,,
365,Nấu Ăn Thông Minh - Tập 1: Chúng Ta Ăn GÌ Mỗi Ngày?,https://salt.tikicdn.com/cache/280x280/ts/product/f7/d7/19/2511b2207c421c20267b77c8e74158a2.jpg,Nấu ăn,Nguyễn Quốc Thục Phương,"Hiểu biết về thực phẩm ngày càng trở nên quan trọng, đặc biệt khi đời sống hiện nay tồn tại nhiều mối nguy đáng lo ngại từ thực phẩm nhiễm bẩn đến các thông tin “vàng thau lẫn lộn” lan tràn. Bộ sách N...",120757,Alphabooks,2019-11-01 00:00:00,14 x 20.5 cm,Bìa mềm,156,Nhà Xuất Bản Thế Giới,,,,
366,Nghệ Thuật Làm Bánh Và Chụp Ảnh (Bìa Mềm),https://salt.tikicdn.com/cache/280x280/ts/product/e8/0e/2e/4fd8e086aea9a2f306293a9875f88486.jpg,Nấu ăn,Mã Lâm,"Nghệ thuật làm bánh và chụp ảnh (bìa mềm)Đây chính là nơi số phận của chúng tôi bắt đầu.Năm đó, tôi bắt đầu có nhiệt huyết với công việc nướng bánh, chụp ảnh những chiếc bánh ngọt của riêng tôi, kiê...",128000,Nhà sách Minh Thắng,2020-01-02 00:00:00,17 x 25cm,Bìa mềm,192,Nhà Xuất Bản Mỹ Thuật,,,,
367,Việt Nam Miền Ngon,https://salt.tikicdn.com/cache/280x280/media/catalog/product/b/i/bia_vn-mien-ngon-02.u5131.d20170505.t121030.194486.jpg,Nấu ăn,LêRin,"Việt Nam Miền Ngon Là cuốn sách song ngữ Việt Anh về các món ăn Việt với minh họa màu sống động. Tác giả đã khéo léo lồng ghép cách chế biến (đơn giản) vào mỗi phần giới thiệu món ăn, người đọc dễ d...",99000,Thái Hà,2017-04-01 00:00:00,20 x 20 cm,Bìa mềm,129,Nhà Xuất Bản Lao Động,,2017,,
368,30 Món Chay Giàu Dinh Dưỡng,https://salt.tikicdn.com/cache/280x280/media/catalog/product/i/m/img178_2.jpg,Nấu ăn,Lý Ngân Hoán,Mục lục: Trứng xào rau thập cẩm Mì căn xào cải lăn Khổ qua nhồi nhân Củ sen xào mướp Canh bát bửu Xúp bí đao Su su nấu nấm tuyết Chè khoai môn bột sáng  Chè củ năng dưa gang  ......,29600,Công Ty TNHH Văn Hóa Việt Thư,2011-02-16 00:00:00,14.5 x 20.5 cm,Bìa mềm,63,Nhà Xuất Bản Văn Hoá Thông Tin,,,,
369,Các Món Rau Trộn ,https://salt.tikicdn.com/cache/280x280/media/catalog/product/i/m/img461.u2377.d20170225.t112451.878174.jpg,Nấu ăn,Quỳnh Chi,"Các Món Rau Trộn Trong bữa ăn gia đình hay trong nhà hàng khách sạn, các món rau trộn luôn được ưa thích. Các món rau trộn được dùng như các món khai vị hoặc ăn kèm với các món thịt, cá, tôm, cua......",27300,Công Ty TNHH Văn Hóa Việt Thư,2017-02-17 00:00:00,14.5 x 20.5 cm,Bìa mềm,,Nhà Xuất Bản Văn Hoá Thông Tin,,,,
370,Sách The Keto Cure - Thực dưỡng đúng cách để có một cơ thể khỏe và đẹp,https://salt.tikicdn.com/cache/280x280/ts/product/8a/44/87/b19a2212c4f3be6162c4cbf9d86da2bc.jpg,Nấu ăn,nhieu tac gia,Sách The Keto Cure - Thực dưỡng đúng cách để có một cơ thể khỏe và đẹpNhững gì được viết ở đây hoàn toàn dựa trên các kiến thức thực hành dựa trên cơ sở khoa học về dinh dưỡng cập nhật nhất...,183000,Công ty CP Đầu tư và Phát triển giáo dục quốc tế Á Châu,,,Bìa mềm,,Nhà Xuất Bản Lao Động Xã Hội,,Tiếng Việt,,
371,Eat Clean - Thực Đơn 14 Ngày Thanh Lọc Cơ Thể Và Giảm Cân (Có chữ ký),https://salt.tikicdn.com/cache/280x280/ts/product/7e/45/06/a0f195eaaacaaa1c2874e05bb4d2bf06.jpg,Nấu ăn,Quỳnh Nga,Cuốn sách chuyên sâu về EAT CLEAN đầu tiên tại Việt Nam - EAT CLEAN trào lưu ăn uống được yêu thích nhất hiện nay.Khi mức sống ngày càng được cải thiện thì cách ăn uống của chúng ta cũng có nhiều tha...,145000,I Love Cookbooks,,<p>16*24</p>,Bìa mềm,160,,,,,
372,Những Món Ăn Đơn Giản,https://salt.tikicdn.com/cache/280x280/media/catalog/product/n/h/nhung-mon-an-don-gian-cv_1.jpeg,Nấu ăn,Nguyễn Dzoãn Cẩm Vân,"Những Món Ăn Đơn Giản Chăm sóc gia đình, nấu ăn là thiên chức của người phụ nữ và là nỗi đam mê của một số phụ nữ nói riêng. Ngoài những món ăn đòi hỏi sự công phu, tốn kém thời gian lại có những món...",24960,Công Ty TNHH Văn Hóa Việt Thư,2003-01-15 00:00:00,17.5 x 19 cm,Bìa mềm,127,,,,,
373,Những Món Cơm Đặc Sắc (Tái Bản),https://salt.tikicdn.com/cache/280x280/media/catalog/product/n/h/nhung-mon-com-dac-sac_1.jpeg,Nấu ăn,Chi Mai ( biên soạn), Những Món Cơm Đặc Sắc Mục Lục: Cơm chiên trứng 3 màu Cơm chiên thịt bò cà chua Cơm chiên thịt bò ớt chuông Cơm chiên chà bông Cơm chiên thịt vịt quay Cơm chiên thịt gà Cơm chiên cá hộp Cơm ...,24200,Công Ty TNHH Văn Hóa Việt Thư,2011-01-15 00:00:00,17.5 x 19 cm,Bìa mềm,72,Nhà Xuất Bản Văn Hoá Thông Tin,,,,
374,Đãi Tiệc Tại Nhà,https://salt.tikicdn.com/cache/280x280/ts/product/19/79/4d/b4240d326db3c1fc2b87eb5509b1d899.jpg,Nấu ăn,Yanny Đặng,"Món ăn đãi tiệc thực sự không khó chế biến như mọi người vẫn nghĩ. Chỉ cần chăm chút hơn một tí, tỉ mẩn hơn một tí, là bạn có thể tự chế biến một bữa tiệc cho người thân và bạn bè ngay tại nhà mình. H...",28600,Công Ty TNHH Văn Hóa Việt Thư,2020-10-15 00:00:00,14.5 x 20.5 cm,Bìa mềm,64,Nhà Xuất Bản Hồng Đức,,,,
375,Thực Đơn Món Ăn Hàng Ngày -Tập 2,https://salt.tikicdn.com/cache/280x280/media/catalog/product/i/m/img196_3.jpg,Nấu ăn,Triệu Thị Chơi,Mục lục:Thực đơn 1: Canh chua cá thác lácCải ngọt xào thịtCá lòng tong kho tiêu Thực đơn 2:Canh bầu nấu tômĐậu que xào thịtCá bống dừa kho tiêu Thực đơn 3:Canh mướp lòng gàThịt gà xào củ hànhĐậu hũ ...,29600,Công Ty TNHH Văn Hóa Việt Thư,2011-05-01 07:00:00,"14,5x20,5",Bìa mềm,63,,,,,
376,Bếp Ấm Nhà Vui - Thương Món Ăn Nam Bộ(Tặng Kèm Bookmark Tiki),https://salt.tikicdn.com/cache/280x280/ts/product/36/e4/d0/fa89e28989c5742ed96c7fcfac8cdf91.jpg,Nấu ăn,Lê Duy Niệm,"Cuốn sách là tập hợp những bài viết tản mản về nhiều món ăn đặc trưng của người dân Nam Bộ, đặc biệt là miền Tây. Qua những món ăn như ba khía, canh chua, chè kiểm, bánh ướt ngọt, khoai mì nước dừa cù...",93547,Công ty CP Văn hóa Truyền thông Sống,2019-07-01 00:00:00,14 x 20.5 cm,Bìa mềm,215,,,,,
377,30 Công Thức Nấu Ăn Của Yanny - Những Món Chay Ngon,https://salt.tikicdn.com/cache/280x280/ts/product/01/c3/35/3a9d17eae893d0632aa636a3ac6c7e96.jpg,Nấu ăn,Yanny Đặng,"Những món ăn nhẹ nhàng, tràn đầy hương vị cuộc sống luôn đem lại niềm vui và nỗi nhớ cho những ai đã từng trải qua, từng thưởng thức cà cảm nghiệm. Trên đường phố, món ăn mỗi ngày một phong phú hơn, h...",39200,Công Ty TNHH Văn Hóa Việt Thư,2019-07-01 00:00:00,16 x 21 cm,Bìa mềm,63,,,,,
378,Thuận Tự Nhiên,https://salt.tikicdn.com/cache/280x280/ts/product/e5/50/24/c7e310369e1df1349edeeebe57ec5d54.jpg,Nấu ăn,AIA Vietnam,"Thuận Tự NhiênẨm thực Thuận tự nhiên là sự hợp tác giữa đầu bếp dinh dưỡng Long Châu và AIA, trong khuôn khổ AIA Vitality - một chương trình sống khỏe độc đáo của AIA.Bằng sự đam mê cùng kiến thức v...",84000,Saigon Books,2018-02-01 00:00:00,18 x 23 cm,Bìa mềm,88,Nhà Xuất Bản Thế Giới,,,,
379,Nấu Ăn Ngon - Món Ăn Hàng Ngày,https://salt.tikicdn.com/cache/280x280/media/catalog/product/n/a/nau-an-ngon-mon-an-hang-ngay_1.jpeg,Nấu ăn,Cẩm Tuyết,Nấu Ăn Ngon - Món Ăn Hàng Ngày Mục lụcMón rau Bí xào tỏi Cà bát hấp Rau củ xào tôm Rau muống xào Nấm rơm đúc trứng...Món canh Canh khoai mỡ Canh rau ngót nấu tôm Canh bông bí nấu tôm Canh cải chua th...,28860,Công Ty TNHH Văn Hóa Việt Thư,2012-01-15 00:00:00,14.5 x 20.5 cm,Bìa mềm,64,Nhà Xuất Bản Văn Hoá Thông Tin,,,,
380,Cơm Chay Bốn Món,https://salt.tikicdn.com/cache/280x280/media/catalog/product/i/m/img252 - copy.u335.d20160905.t112053.65876.jpg,Nấu ăn,Nagaru Tanigawa,"Cơm Chay Bốn Món CƠM CHAY BỐN MÓN giới thiệu 30 Thực Đơn Chay hàng ngày để các bạn tiện lựa chọn cho phù hợp với khẩu vị và khẩu phần gia đình, cũng như cách chế biến. Ngoài ra, sách còn giới thiệu c...",21450,Công Ty TNHH Văn Hóa Việt Thư,2016-03-30 00:00:00,14.5 x 20.5 cm,Bìa mềm,165,Nhà Xuất Bản Phụ Nữ,,,,
381,"Combo 3 Cuốn Sống Khỏe: Ăn Uống Thông Minh, Minh Triết Trong Ăn Uống Của Phương Đông, Bí Quyết Trường Thọ Của Người Nhật (Tái Bản)",https://salt.tikicdn.com/cache/280x280/ts/product/37/bc/9d/d10784a066132d0a55c774b4cb8ce91e.jpg,Nấu ăn,"Dr. Darwin Deen,Ngô Đức Vượng,Lisa Hark-Ph.D.,Shigeaki Hinokara","Ăn Uống Thông MinhKhi mức sống ngày càng được cải thiện thì cách ăn uống của người dân cũng có nhiều thay đổi. Nhịp sống hiện đại khiến chúng ta luôn bị áp lực thời gian đè nặng, vì vậy cứ quơ quào cá...",269000,First News - Trí Việt,2019-04-01 00:00:00,16 x 24 cm,Bìa mềm,,Nhà Xuất Bản Tổng Hợp,,,,
382,"Bánh Tuyệt Ngon, Không Cần Lò Nướng",https://salt.tikicdn.com/cache/280x280/ts/product/52/e1/6a/4b88f41c6e7ece627845c842ffb814d1.jpg,Nấu ăn,Minh Thanh – Thanh Nguyên,Chắc hẳn khi nghĩ đến những chiếc bánh ngọt thơm lừng bạn sẽ liên hệ ngay đến sự xuất hiện của lò nướng trong gian bếp. Đã bao giờ bạn nghĩ mình sẽ tự tay làm những chiếc bánh ngon lành kia mà không c...,108000,NXB Phụ Nữ Việt Nam,2018-10-10 18:04:34,<p>19x23cm</p>,Bìa mềm,128,,,,,
383,Thức Uống Pha Chế Từ Cà Phê,https://salt.tikicdn.com/cache/280x280/media/catalog/product/i/m/img775.u2487.d20160604.t152646.jpg,Nấu ăn,Nguyễn Trúc Chi,"Thức Uống Pha Chế Từ Cà Phê  Từ những hạt cà phê, muốn có được nước sốt cà phê thơm ngon phải dùng nước sôi để pha cà phê. Do cách sống mỗi nước khác nhau nên cách thưởng thức cà phê cũng rất đa dạng...",28700,DNTN Văn Hóa Phẩm Xuân Hương,2015-08-30 00:00:00,13 x 19 cm,Bìa mềm,56,,,,,
384,Các Món Bò Thông Dụng,https://salt.tikicdn.com/cache/280x280/media/catalog/product/i/m/img679.u2469.d20160604.t160607.jpg,Nấu ăn,Nguyễn Thị Phụng,"Các Món Bò Thông Dụng Quyển sách Các Món Bò Thông Dụng cung cấp cho bạn những công thức nấu các món bò và một số loại nước chấm thông dụng nhất, dễ thực hiện với những kỹ thuật không quá cao. Vì vậy,...",31450,DNTN Văn Hóa Phẩm Xuân Hương,2012-04-30 00:00:00,14.5 x 20.5 cm,Bìa mềm,168,,,,,
385,Món Ăn Ngon Cho Ngày Lễ Và Chủ Nhật,https://salt.tikicdn.com/cache/280x280/media/catalog/product/i/m/img021.u335.d20160604.t110822.jpg,Nấu ăn,Huỳnh Hồng Anh,"Món Ăn Ngon Cho Ngày Lễ Và Chủ Nhật Cuốn sách giới thiệu những món ăn làm phong phú thực đơn hàng ngày. Món ăn được phân loại và sắp xếp thành: Món ăn truyền thống, Món đổi bữa, Món đãi khách, Xôi ch...",55760,DNTN Văn Hóa Phẩm Xuân Hương,2014-12-04 00:00:00,14.5 x 20.5 cm,Bìa mềm,95,Nhà Xuất Bản Tổng hợp TP.HCM,,,,
386,Món Chay Đãi Khách,https://salt.tikicdn.com/cache/280x280/media/catalog/product/i/m/img575.u547.d20160905.t150442.738130.jpg,Nấu ăn,Đỗ Kim Trung,"Món Chay Đãi Khách Cuốn sách giới thiệu công thức chế biến và cách trình bày các món ăn chay ngon đãi khách: chả khoai môn đậu xanh, chả rau củ chiên, nấm nhồi lăn mè, củ quả chiên giòn, trứng chay c...",21450,Công Ty TNHH Văn Hóa Việt Thư,2016-08-30 00:00:00,14.5 x 20.5 cm ,Bìa mềm,63,Nhà Xuất Bản Phụ Nữ,,,,
