,Tên Sách,Ảnh bìa,Thể loại,Nội dung tóm tắt,Giá bìa,Kích thước,Số trang,Tác giả,Nhà Xuất Bản,Dịch giả,Nhà Phát Hành,Loại sản phẩm,Tên Sách.1,Ảnh bìa.1,Thể loại.1,Tác giả.1,Nội dung tóm tắt.1,Giá bìa.1,Công ty phát hành,Ngày xuất bản,Loại bìa,Số trang.1,Nhà xuất bản,Kích thước.1,Dịch Giả,Phiên bản
474,900 Câu Khẩu Ngữ Tiếng Anh (Tập 2) - Kèm CD,https://salt.tikicdn.com/cache/280x280/media/catalog/product/i/m/img660.u2487.d20160602.t115445.jpg,Tiếng Trung,"900 Câu Khẩu Ngữ Tiếng Anh (Tập 2)  Cuốn sách 900 Câu Khẩu Ngữ Tiếng Anh (Tập 2) căn cứ vào kết cấu, ngữ cảnh, phương pháp học giao tiếp thực tế chắt lọc ra 900 câu cơ bản có tần suất sử dụng cao nhấ...",75000.0,16 x 24 cm,328.0,MA: Diễm Ly - Hoàng Thanh,,,,,900 Câu Khẩu Ngữ Tiếng Anh (Tập 2) - Kèm CD,https://salt.tikicdn.com/cache/280x280/media/catalog/product/i/m/img660.u2487.d20160602.t115445.jpg,Tiếng Trung,MA: Diễm Ly - Hoàng Thanh,"900 Câu Khẩu Ngữ Tiếng Anh (Tập 2)  Cuốn sách 900 Câu Khẩu Ngữ Tiếng Anh (Tập 2) căn cứ vào kết cấu, ngữ cảnh, phương pháp học giao tiếp thực tế chắt lọc ra 900 câu cơ bản có tần suất sử dụng cao nhấ...",75000.0,Công Ty CP Văn Hóa Nhân Văn,2015-03-30 00:00:00,Bìa mềm,328.0,Nhà Xuất Bản Đại Học Sư Phạm TPHCM,16 x 24 cm,,
475,Let's Learn English - Student's Book 2 (New Edition),https://salt.tikicdn.com/cache/280x280/media/catalog/product/i/m/img582.u2487.d20160531.t090927.jpg,Tiếng Trung,Let's Learn English - Student's Book 2 (New Edition) Let's Learn English - Student's Book 2 (New Edition) được biên soạn riêng cho dụng cụ bút thông minh. Sách chọn lọc những từ vựng đơn g...,36000.0,19 x 27 cm,62.0,Thomas Sharpe - P.M.Jolley,,,,,Let's Learn English - Student's Book 2 (New Edition),https://salt.tikicdn.com/cache/280x280/media/catalog/product/i/m/img582.u2487.d20160531.t090927.jpg,Tiếng Trung,Thomas Sharpe - P.M.Jolley,Let's Learn English - Student's Book 2 (New Edition) Let's Learn English - Student's Book 2 (New Edition) được biên soạn riêng cho dụng cụ bút thông minh. Sách chọn lọc những từ vựng đơn g...,36000.0,Công Ty CP Văn Hóa Nhân Văn,2009-12-30 00:00:00,Bìa mềm,62.0,Nhà Xuất Bản Tổng hợp TP.HCM,19 x 27 cm,,
476,Thương Hải (Tập 3),https://salt.tikicdn.com/cache/280x280/media/catalog/product/i/m/img685.u2487.d20160602.t141750.jpg,Tiếng Trung,"Thương Hải (Tập 3) Thương Hải được xem là tác phẩm võ hiệp kinh điển, tình tiết diễn ra tiếp sau Côn Luân. Tiếp nối thế giới đã được tạo ra từ Côn Luân, Phượng Ca đã hư cấu ra một thế giới kỳ ảo mới ...",48000.0,14 x 20 cm,375.0,Phượng Ca,,,,,Thương Hải (Tập 3),https://salt.tikicdn.com/cache/280x280/media/catalog/product/i/m/img685.u2487.d20160602.t141750.jpg,Tiếng Trung,Phượng Ca,"Thương Hải (Tập 3) Thương Hải được xem là tác phẩm võ hiệp kinh điển, tình tiết diễn ra tiếp sau Côn Luân. Tiếp nối thế giới đã được tạo ra từ Côn Luân, Phượng Ca đã hư cấu ra một thế giới kỳ ảo mới ...",48000.0,Công Ty CP Văn Hóa Nhân Văn,2011-03-30 00:00:00,Bìa mềm,375.0,,14 x 20 cm,,
477,Hải Hà SG - Từ Điển Hán Việt ,https://salt.tikicdn.com/cache/280x280/ts/product/13/54/e6/a73c278598f54d3ccf1bfd9e635723c8.png,Tiếng Trung,"Hiện nay, do nhu cầu học tập và làm việc, nhiều bạn mong muốn có loại sách công cụ đối chiếu hai thứ tiếng Hán-Việt thật tin cậy. Muốn thỏa mãn yêu cầu này, sách phải có thông tin rõ ràng chính xác, p...",170000.0,,1312.0,Trương Văn Giới - Lê Khắc Kiều Lục,,,,,Hải Hà SG - Từ Điển Hán Việt ,https://salt.tikicdn.com/cache/280x280/ts/product/13/54/e6/a73c278598f54d3ccf1bfd9e635723c8.png,Tiếng Trung,Trương Văn Giới - Lê Khắc Kiều Lục,"Hiện nay, do nhu cầu học tập và làm việc, nhiều bạn mong muốn có loại sách công cụ đối chiếu hai thứ tiếng Hán-Việt thật tin cậy. Muốn thỏa mãn yêu cầu này, sách phải có thông tin rõ ràng chính xác, p...",170000.0,Công ty TNHH Giáo Dục Hải Hà,2014-06-30 08:00:00,,1312.0,Nhà Xuất Bản Khoa Học Xã Hội,,,
478,"Từ Điển Hoa - Việt, Việt - Hoa",https://salt.tikicdn.com/cache/280x280/ts/product/4a/75/02/fdedcc2ff73bfd211e4f0575390e7727.jpg,Tiếng Trung," Từ Điển Hoa - Việt, Việt - HoaVới cách trình bày khoa học và giải thích rõ ràng, cuốn từ điển sẽ đáp ứng được yêu cầu của tất cả những n...",102400.0,10 x 18 cm,635.0,"Vĩnh Quyền,Như Quỳnh",,,,,"Từ Điển Hoa - Việt, Việt - Hoa",https://salt.tikicdn.com/cache/280x280/ts/product/4a/75/02/fdedcc2ff73bfd211e4f0575390e7727.jpg,Tiếng Trung,"Vĩnh Quyền,Như Quỳnh"," Từ Điển Hoa - Việt, Việt - HoaVới cách trình bày khoa học và giải thích rõ ràng, cuốn từ điển sẽ đáp ứng được yêu cầu của tất cả những n...",102400.0,Công Ty TNHH Sản Xuất Thương MạI Dịch Vụ Song Phát,2017-11-13 17:29:04,Bìa mềm,635.0,Nhà Xuất Bản Thanh Niên,10 x 18 cm,,
479,Từ Điển Việt - Hoa,https://salt.tikicdn.com/cache/280x280/ts/product/9d/4a/19/d198db75f06e448f000c1750ff2e6952.jpg,Tiếng Trung,Từ Điển Việt - Hoa   - Đầy đủ các từ thông dụng   - Trình bày dễ hiểu   - Cập nhật nhiều từ mới...,63960.0,,,"Vĩnh Quyền, Như Quỳnh",,,,,Từ Điển Việt - Hoa,https://salt.tikicdn.com/cache/280x280/ts/product/9d/4a/19/d198db75f06e448f000c1750ff2e6952.jpg,Tiếng Trung,"Vĩnh Quyền, Như Quỳnh",Từ Điển Việt - Hoa   - Đầy đủ các từ thông dụng   - Trình bày dễ hiểu   - Cập nhật nhiều từ mới...,63960.0,Nguyễn Đức Huy,,,,Nhà Xuất Bản Thanh Niên,,,
480,Từ Điển HSK Giao Tiếp (Tập 2 - HSK5) + DVD tài liệu,https://salt.tikicdn.com/cache/280x280/ts/product/c8/d3/0e/f13b7477d40ac345566a528eef751fb8.jpg,Tiếng Trung,"Từ Điển HSK Giao Tiếp (Tập 2 - HSK5)Với xu thế phát triển của ngôn ngữ Trung và tầm quan trọng của nó trong việc phát triển cơ hội công việc của người Việt Nam.Thầy Nhật Phạm, giám đốc Trung tâm  Họ...",199000.0,"<p>Dài x Rộng x Cao: 20,5 x 14,5 x 4 cm</p>",629.0,Nhật Phạm,,,,,Từ Điển HSK Giao Tiếp (Tập 2 - HSK5) + DVD tài liệu,https://salt.tikicdn.com/cache/280x280/ts/product/c8/d3/0e/f13b7477d40ac345566a528eef751fb8.jpg,Tiếng Trung,Nhật Phạm,"Từ Điển HSK Giao Tiếp (Tập 2 - HSK5)Với xu thế phát triển của ngôn ngữ Trung và tầm quan trọng của nó trong việc phát triển cơ hội công việc của người Việt Nam.Thầy Nhật Phạm, giám đốc Trung tâm  Họ...",199000.0,NPBOOKS,2019-09-09 09:09:09,Bìa mềm,629.0,Nhà Xuất Bản Thanh Niên,"<p>Dài x Rộng x Cao: 20,5 x 14,5 x 4 cm</p>",Nhật Phạm,2019
481,Talk About My Day (Tập 2),https://salt.tikicdn.com/cache/280x280/media/catalog/product/i/m/img620.u2487.d20160531.t163530.jpg,Tiếng Trung,"Talk About My Day (Tập 1) Cuốn sách Talk About My Day (Tập 2) bao gồm nhiều chủ đề phong phú khác nhau. Nội dung sách trình bày nhiều ngữ cảnh, diễn biến trong đời sống thông dụng hàng ngày từ thấp ...",41850.0,19 x 27 cm,59.0,Nhân Văn Group,,,,,Talk About My Day (Tập 2),https://salt.tikicdn.com/cache/280x280/media/catalog/product/i/m/img620.u2487.d20160531.t163530.jpg,Tiếng Trung,Nhân Văn Group,"Talk About My Day (Tập 1) Cuốn sách Talk About My Day (Tập 2) bao gồm nhiều chủ đề phong phú khác nhau. Nội dung sách trình bày nhiều ngữ cảnh, diễn biến trong đời sống thông dụng hàng ngày từ thấp ...",41850.0,Công Ty CP Văn Hóa Nhân Văn,2010-09-30 00:00:00,Bìa mềm,59.0,,19 x 27 cm,,
482,Những Gợi Ý Hữu Ích Dành Cho Các Kỳ Thi IELTS (Kèm CD),https://salt.tikicdn.com/cache/280x280/media/catalog/product/i/m/img659.u2487.d20160602.t111425.jpg,Tiếng Trung,"Những Gợi Ý Hữu Ích Dành Cho Các Kỳ Thi IELTS Cuốn sách Tiếng Anh Chuyên Đề - Tiếng Anh Dùng Trong Lĩnh Vực Hàng Không đưa ra những gợi ý hữu ích cho từng phần thi của kỳ thi IELTS, kỳ thi đang được ...",64000.0,16 x 24 cm,302.0,MA. Diễm Ly - Minh Đạo,,,,,Những Gợi Ý Hữu Ích Dành Cho Các Kỳ Thi IELTS (Kèm CD),https://salt.tikicdn.com/cache/280x280/media/catalog/product/i/m/img659.u2487.d20160602.t111425.jpg,Tiếng Trung,MA. Diễm Ly - Minh Đạo,"Những Gợi Ý Hữu Ích Dành Cho Các Kỳ Thi IELTS Cuốn sách Tiếng Anh Chuyên Đề - Tiếng Anh Dùng Trong Lĩnh Vực Hàng Không đưa ra những gợi ý hữu ích cho từng phần thi của kỳ thi IELTS, kỳ thi đang được ...",64000.0,Công Ty CP Văn Hóa Nhân Văn,2014-12-30 00:00:00,Bìa mềm,302.0,Nhà Xuất Bản Đại Học Sư Phạm TPHCM,16 x 24 cm,,
483,Let's Learn English - Workbook 3 (New Edition),https://salt.tikicdn.com/cache/280x280/media/catalog/product/i/m/img584.u2487.d20160530.t164627.jpg,Tiếng Trung,Let's Learn English - Workbook 3 (New Edition) Let's Learn English - Workbook 3 (New Edition) là cuốn sách được Bộ Giáo dục biên soạn theo chương trình để dạy và học tiếng Anh cho học sinh tiểu học. ...,12000.0,19 x 27 cm,50.0,Thomas Sharpe - P.M.Jolley,,,,,Let's Learn English - Workbook 3 (New Edition),https://salt.tikicdn.com/cache/280x280/media/catalog/product/i/m/img584.u2487.d20160530.t164627.jpg,Tiếng Trung,Thomas Sharpe - P.M.Jolley,Let's Learn English - Workbook 3 (New Edition) Let's Learn English - Workbook 3 (New Edition) là cuốn sách được Bộ Giáo dục biên soạn theo chương trình để dạy và học tiếng Anh cho học sinh tiểu học. ...,12000.0,Công Ty CP Văn Hóa Nhân Văn,2009-12-30 00:00:00,Bìa mềm,50.0,Nhà Xuất Bản Tổng hợp TP.HCM,19 x 27 cm,,
484,Dự Thảo Ngân Sách Dành Cho Các Nhà Quản Lý,https://salt.tikicdn.com/cache/280x280/media/catalog/product/i/m/img720.u2487.d20160602.t170558.jpg,Tiếng Trung,Dự Thảo Ngân Sách Dành Cho Các Nhà Quản Lý Dự Thảo Ngân Sách Dành Cho Các Nhà Quản Lý cung cấp những phương pháp và cách thức để quản lý ngân sách công ty một cách hiệu quả. Cho dù loại hình ngân sác...,41600.0,12.5 x 20.5 cm,323.0,Nguyễn Hoàng Tuấn,,,,,Dự Thảo Ngân Sách Dành Cho Các Nhà Quản Lý,https://salt.tikicdn.com/cache/280x280/media/catalog/product/i/m/img720.u2487.d20160602.t170558.jpg,Tiếng Trung,Nguyễn Hoàng Tuấn,Dự Thảo Ngân Sách Dành Cho Các Nhà Quản Lý Dự Thảo Ngân Sách Dành Cho Các Nhà Quản Lý cung cấp những phương pháp và cách thức để quản lý ngân sách công ty một cách hiệu quả. Cho dù loại hình ngân sác...,41600.0,Công Ty CP Văn Hóa Nhân Văn,2014-09-30 00:00:00,Bìa mềm,323.0,,12.5 x 20.5 cm,,
485,Từ Điển Hoa - Việt,https://salt.tikicdn.com/cache/280x280/ts/product/eb/23/0a/b769fd7fc3744c17d2f65a76d54a992e.jpg,Tiếng Trung," Từ Điển Hoa - ViệtVới cách trình bày khoa học và giải thích rõ ràng, cuốn từ điển sẽ đáp ứng được yêu cầu của tất cả những người đang họ...",62400.0,10 x 18 cm,814.0,"Vĩnh Quyền,Như Quỳnh",,,,,Từ Điển Hoa - Việt,https://salt.tikicdn.com/cache/280x280/ts/product/eb/23/0a/b769fd7fc3744c17d2f65a76d54a992e.jpg,Tiếng Trung,"Vĩnh Quyền,Như Quỳnh"," Từ Điển Hoa - ViệtVới cách trình bày khoa học và giải thích rõ ràng, cuốn từ điển sẽ đáp ứng được yêu cầu của tất cả những người đang họ...",62400.0,Công Ty TNHH Sản Xuất Thương MạI Dịch Vụ Song Phát,2017-11-13 18:05:48,Bìa mềm,814.0,Nhà Xuất Bản Thanh Niên,10 x 18 cm,,
486,Từ Điển Hoa - Việt Phân Loại Bằng Hình Gấu Trúc (Tập 4),https://salt.tikicdn.com/cache/280x280/media/catalog/product/i/m/img575.u2487.d20160530.t154938.jpg,Tiếng Trung,Từ Điển Hoa - Việt Phân Loại Bằng Hình Gấu Trúc (Tập 4) Từ Điển Hoa Việt - Phân Loại Bằng Hình - Gấu Trúc (Tập 4) được biên soạn riêng cho dụng cụ bút thông minh.  Sách chọn lọc những từ v...,28000.0,19 x 27 cm,27.0,Nhân Văn Group,,,,,Từ Điển Hoa - Việt Phân Loại Bằng Hình Gấu Trúc (Tập 4),https://salt.tikicdn.com/cache/280x280/media/catalog/product/i/m/img575.u2487.d20160530.t154938.jpg,Tiếng Trung,Nhân Văn Group,Từ Điển Hoa - Việt Phân Loại Bằng Hình Gấu Trúc (Tập 4) Từ Điển Hoa Việt - Phân Loại Bằng Hình - Gấu Trúc (Tập 4) được biên soạn riêng cho dụng cụ bút thông minh.  Sách chọn lọc những từ v...,28000.0,Công Ty CP Văn Hóa Nhân Văn,2013-06-30 00:00:00,Bìa mềm,27.0,Nhà Xuất Bản Đại Học Sư Phạm,19 x 27 cm,,
487,Thơ Cho Trẻ Mầm Non - Bác Bầu Bác Bí - Chủ Đề: Thực Vật,https://salt.tikicdn.com/cache/280x280/media/catalog/product/i/m/img623.u2487.d20160531.t164326.jpg,Tiếng Trung,Thơ Cho Trẻ Mầm Non - Bác Bầu Bác Bí - Chủ Đề: Thực Vật Cuốn sách Thơ Cho Trẻ Mầm Non - Bác Bầu Bác Bí - Chủ Đề: Thực Vật đã được mã hóa để sử dụng cho bút thông minh giúp bạn không phải mất thời gia...,16000.0,19 x 27 cm,20.0,Tiểu Giàu,,,,,Thơ Cho Trẻ Mầm Non - Bác Bầu Bác Bí - Chủ Đề: Thực Vật,https://salt.tikicdn.com/cache/280x280/media/catalog/product/i/m/img623.u2487.d20160531.t164326.jpg,Tiếng Trung,Tiểu Giàu,Thơ Cho Trẻ Mầm Non - Bác Bầu Bác Bí - Chủ Đề: Thực Vật Cuốn sách Thơ Cho Trẻ Mầm Non - Bác Bầu Bác Bí - Chủ Đề: Thực Vật đã được mã hóa để sử dụng cho bút thông minh giúp bạn không phải mất thời gia...,16000.0,Công Ty CP Văn Hóa Nhân Văn,2012-12-30 00:00:00,Bìa mềm,20.0,,19 x 27 cm,,
488,Những Bong Bóng Tài Chính Của Greenspan,https://salt.tikicdn.com/cache/280x280/media/catalog/product/i/m/img747.u2487.d20160603.t160859.jpg,Tiếng Trung,Chicken Soup For The Woman's Soul “Đã đến lúc một ai đó cần phải đính chính các sai lầm trong hồ sơ của Alan Greespan. Fleckenstein chính là người làm công việc đó. Ông phê phán những điều thổi phồng...,41400.0,12.5 x 20.5 cm,196.0,William A. Fleckenstein,,,,,Những Bong Bóng Tài Chính Của Greenspan,https://salt.tikicdn.com/cache/280x280/media/catalog/product/i/m/img747.u2487.d20160603.t160859.jpg,Tiếng Trung,William A. Fleckenstein,Chicken Soup For The Woman's Soul “Đã đến lúc một ai đó cần phải đính chính các sai lầm trong hồ sơ của Alan Greespan. Fleckenstein chính là người làm công việc đó. Ông phê phán những điều thổi phồng...,41400.0,Công Ty CP Văn Hóa Nhân Văn,2009-01-30 00:00:00,Bìa mềm,196.0,,12.5 x 20.5 cm,,
489,Từ Điển Hán Việt Hiện Đại - Khổ Nhỏ,https://salt.tikicdn.com/cache/280x280/ts/product/8f/69/cd/7b6a289c3855b8ff7f77acb137282508.png,Tiếng Trung,"Cuốn Từ điển Hán - Việt hiện đại” loại bỏ túi này có khoảng gần 50.000 đơn vị từ và một phụ lục cập nhật các từ mới xuất hiện thuộc nhiều lĩnh vực được nhiều người quan tâm như: tin học, kinh tế, tài ...",82000.0,,,Trương Văn Giới - Lê Khắc Kiều Lục,,,,,Từ Điển Hán Việt Hiện Đại - Khổ Nhỏ,https://salt.tikicdn.com/cache/280x280/ts/product/8f/69/cd/7b6a289c3855b8ff7f77acb137282508.png,Tiếng Trung,Trương Văn Giới - Lê Khắc Kiều Lục,"Cuốn Từ điển Hán - Việt hiện đại” loại bỏ túi này có khoảng gần 50.000 đơn vị từ và một phụ lục cập nhật các từ mới xuất hiện thuộc nhiều lĩnh vực được nhiều người quan tâm như: tin học, kinh tế, tài ...",82000.0,Công ty TNHH Giáo Dục Hải Hà,2011-12-10 15:25:31,Bìa mềm,,Nhà Xuất Bản Khoa Học Xã Hội,,,
490,Tiếng Anh Điện Toán (New Edition),https://salt.tikicdn.com/cache/280x280/media/catalog/product/i/m/img657.u2487.d20160602.t102057.jpg,Tiếng Trung,Tiếng Anh Điện Toán (New Edition) Quyển sách Tiếng Anh Điện Toán (New Edition) được biên soạn không chỉ dành riêng cho các sinh viên chuyên ngành điện toán mà cả những người làm việc trong lĩnh vực n...,56000.0,16 x 24 cm,326.0,ThS. Hoàng Nguyên,,,,,Tiếng Anh Điện Toán (New Edition),https://salt.tikicdn.com/cache/280x280/media/catalog/product/i/m/img657.u2487.d20160602.t102057.jpg,Tiếng Trung,ThS. Hoàng Nguyên,Tiếng Anh Điện Toán (New Edition) Quyển sách Tiếng Anh Điện Toán (New Edition) được biên soạn không chỉ dành riêng cho các sinh viên chuyên ngành điện toán mà cả những người làm việc trong lĩnh vực n...,56000.0,Công Ty CP Văn Hóa Nhân Văn,2015-03-30 00:00:00,Bìa mềm,326.0,Nhà Xuất Bản Đại Học Sư Phạm TPHCM,16 x 24 cm,,
491,Từ Điển Hán Việt Hiện Đại - Bỏ Túi -Hải Hà SG,https://salt.tikicdn.com/cache/280x280/ts/product/a5/8a/83/651e543f7a1b65427a09c8f423002ace.png,Tiếng Trung,"       Để đáp ứng nhu cầu có một cuốn từ điển đối chiếu hai ngôn ngữ Việt - Hán, chúng tôi đã biên soạn cuốn “Từ điển Hán - Việt hiện đại” loại bỏ túi. Trong lần xuất bản đầu tiên, sách đã được bạn đọ...",160000.0,,1442.0,Trương Văn Giới - Lê Khắc Kiều Lục,,,,,Từ Điển Hán Việt Hiện Đại - Bỏ Túi -Hải Hà SG,https://salt.tikicdn.com/cache/280x280/ts/product/a5/8a/83/651e543f7a1b65427a09c8f423002ace.png,Tiếng Trung,Trương Văn Giới - Lê Khắc Kiều Lục,"       Để đáp ứng nhu cầu có một cuốn từ điển đối chiếu hai ngôn ngữ Việt - Hán, chúng tôi đã biên soạn cuốn “Từ điển Hán - Việt hiện đại” loại bỏ túi. Trong lần xuất bản đầu tiên, sách đã được bạn đọ...",160000.0,Công ty TNHH Giáo Dục Hải Hà,2019-07-30 16:28:36,Bìa cứng,1442.0,Nhà Xuất Bản Khoa Học Xã Hội,,,
492,Từ Điển Hán Việt Hiện Đại 2 Trong 1,https://salt.tikicdn.com/cache/280x280/ts/product/4a/94/59/ba1dc001ba6c9268a866f2088b6df42d.jpg,Tiếng Trung,"Từ Điển bao gồm 2 Phần Hán Việt Việt Hán, với từ ngữ phong phú, số lượng từ nhiều....",225000.0,14.5 x 20.5 cm,1480.0,"Lê Khắc Kiều Lục,Trương Văn Giới",,,,,Từ Điển Hán Việt Hiện Đại 2 Trong 1,https://salt.tikicdn.com/cache/280x280/ts/product/4a/94/59/ba1dc001ba6c9268a866f2088b6df42d.jpg,Tiếng Trung,"Lê Khắc Kiều Lục,Trương Văn Giới","Từ Điển bao gồm 2 Phần Hán Việt Việt Hán, với từ ngữ phong phú, số lượng từ nhiều....",225000.0,Nhà Sách Hải Hà,2015-10-01 00:00:00,Bìa cứng,1480.0,Nhà Xuất Bản Khoa Học Xã Hội,14.5 x 20.5 cm,,
493,Kỹ Năng Đàm Thoại Nghe & Nói Tiếng Hàn (Quyển 3) - Kèm CD,https://salt.tikicdn.com/cache/280x280/media/catalog/product/i/m/img656.u2487.d20160602.t131557.jpg,Tiếng Trung,Kỹ Năng Đàm Thoại Nghe & Nói Tiếng Hàn (Quyển 3)  Trong xã hội ngày này ngoại ngữ đang là yếu tố cần thiết để kiếm được một việc làm tốt dành cho người lao động. Khi các công ty đa quốc gia của c...,57400.0,16 x 24 cm,232.0,Phùng Thùy Linh,,,,,Kỹ Năng Đàm Thoại Nghe & Nói Tiếng Hàn (Quyển 3) - Kèm CD,https://salt.tikicdn.com/cache/280x280/media/catalog/product/i/m/img656.u2487.d20160602.t131557.jpg,Tiếng Trung,Phùng Thùy Linh,Kỹ Năng Đàm Thoại Nghe & Nói Tiếng Hàn (Quyển 3)  Trong xã hội ngày này ngoại ngữ đang là yếu tố cần thiết để kiếm được một việc làm tốt dành cho người lao động. Khi các công ty đa quốc gia của c...,57400.0,Công Ty CP Văn Hóa Nhân Văn,2015-09-30 00:00:00,Bìa mềm,232.0,Nhà Xuất Bản Đại Học Sư Phạm TPHCM,16 x 24 cm,,
494,Từ Điển Chủ Điểm Hán Việt Hiện Đại (Tái Bản Lần 2),https://salt.tikicdn.com/cache/280x280/ts/product/39/8f/f8/fbf6e1826152f8030c54c48e1419f59a.jpg,Tiếng Trung,"Hiện nay, tiếng Hán được dùng rộng rãi, phổ biến trong nhiều lĩnh vực xã hội, người học tập và sử dụng tiếng Hán càng có nhu cầu muốn biết những từ mới và thuật ngữ tiếng Hán thuộc từng lĩnh vực chuyê...",144000.0,14 x 20 cm,640.0,Nhiều Tác Giả,,,,,Từ Điển Chủ Điểm Hán Việt Hiện Đại (Tái Bản Lần 2),https://salt.tikicdn.com/cache/280x280/ts/product/39/8f/f8/fbf6e1826152f8030c54c48e1419f59a.jpg,Tiếng Trung,Nhiều Tác Giả,"Hiện nay, tiếng Hán được dùng rộng rãi, phổ biến trong nhiều lĩnh vực xã hội, người học tập và sử dụng tiếng Hán càng có nhu cầu muốn biết những từ mới và thuật ngữ tiếng Hán thuộc từng lĩnh vực chuyê...",144000.0,Công ty TNHH Giáo Dục Hải Hà,,Bìa cứng,640.0,Nhà Xuất Bản Khoa Học Xã Hội,14 x 20 cm,,
495,Từ Điển HSK Giao Tiếp - Tập 2 (Tái Bản),https://salt.tikicdn.com/cache/280x280/ts/product/4e/b6/7a/4f3e0882c7d5a3c7ac0707c21cbcc2c0.jpg,Tiếng Trung,"Với xu thế phát triển của ngôn ngữ Trung và tầm quan trọng của nó trong việc phát triển cơ hội công việc của người Việt Nam.Thầy Nhật Phạm, giám đốc Trung tâm  Học tiếng Trung Quốc mỗi ngày sau nhiều ...",189000.0,"14,5x20,5",626.0,Nhật Phạm,,,,,Từ Điển HSK Giao Tiếp - Tập 2 (Tái Bản),https://salt.tikicdn.com/cache/280x280/ts/product/4e/b6/7a/4f3e0882c7d5a3c7ac0707c21cbcc2c0.jpg,Tiếng Trung,Nhật Phạm,"Với xu thế phát triển của ngôn ngữ Trung và tầm quan trọng của nó trong việc phát triển cơ hội công việc của người Việt Nam.Thầy Nhật Phạm, giám đốc Trung tâm  Học tiếng Trung Quốc mỗi ngày sau nhiều ...",189000.0,NPBOOKS,2019-06-01 00:00:00,Bìa mềm,626.0,Nhà Xuất Bản Thanh Niên,"14,5x20,5",,
496,Combo 2 sách Từ điển 2 trong 1 Việt Hán Hán Việt hiện đại 1512 trang bìa cứng khổ lớn ( Hoa Việt 872 trang - Việt Hoa 640 trang) +Tuyển tập cấu trúc cố định tiếng Trung ứng dụng +DVD tài liệu,https://salt.tikicdn.com/cache/280x280/ts/product/d2/34/1f/587c8c80832b0a8cb2f1fffaf5cd3479.png,Tiếng Trung,1. Giới thiệu sách: Tuyển tập 600 Cấu trúc cố định tiếng Trung ứng dụngTác giả: Nhật PhạmSố trang: 500Ngày xuất bản: 01/11/2019Nhà Xuất Bản: Hồng ĐứcTỰ HỌC NGỮ PHÁP TIẾNG TRUNG TỪ A ĐẾN Z DỄ HIỂU H...,399000.0,,2012.0,"Nhật Phạm,Trương Văn Giới - Lê Khắc Kiều Lục",,,,,Combo 2 sách Từ điển 2 trong 1 Việt Hán Hán Việt hiện đại 1512 trang bìa cứng khổ lớn ( Hoa Việt 872 trang - Việt Hoa 640 trang) +Tuyển tập cấu trúc cố định tiếng Trung ứng dụng +DVD tài liệu,https://salt.tikicdn.com/cache/280x280/ts/product/d2/34/1f/587c8c80832b0a8cb2f1fffaf5cd3479.png,Tiếng Trung,"Nhật Phạm,Trương Văn Giới - Lê Khắc Kiều Lục",1. Giới thiệu sách: Tuyển tập 600 Cấu trúc cố định tiếng Trung ứng dụngTác giả: Nhật PhạmSố trang: 500Ngày xuất bản: 01/11/2019Nhà Xuất Bản: Hồng ĐứcTỰ HỌC NGỮ PHÁP TIẾNG TRUNG TỪ A ĐẾN Z DỄ HIỂU H...,399000.0,Công ty TNHH Giáo Dục Hải Hà,2019-07-31 20:40:39,Bìa cứng,2012.0,nxb khoa hoc xa hoi,,,
497,"Từ Điển Hán Việt (Bản in lần 8, Bìa Cứng)",https://salt.tikicdn.com/cache/280x280/ts/product/51/fa/26/5c9023ba8d8f518b62b07d7155f79f4e.jpg,Tiếng Trung,"Với khoảng trên 70.000 đơn vị từ thông dụng, cuốn từ điển Hán - Việt cập nhật một số lượng không nhỏ từ ngữ mới, bao gồm các thuật ngữ của một số lĩnh vực được nhiều bạn đọc quan tâm như tin học, kinh...",150000.0,<p>10*16cm</p>,1366.0,"Trương Văn Giới,Lê Khắc Kiều Lục",,,,,"Từ Điển Hán Việt (Bản in lần 8, Bìa Cứng)",https://salt.tikicdn.com/cache/280x280/ts/product/51/fa/26/5c9023ba8d8f518b62b07d7155f79f4e.jpg,Tiếng Trung,"Trương Văn Giới,Lê Khắc Kiều Lục","Với khoảng trên 70.000 đơn vị từ thông dụng, cuốn từ điển Hán - Việt cập nhật một số lượng không nhỏ từ ngữ mới, bao gồm các thuật ngữ của một số lĩnh vực được nhiều bạn đọc quan tâm như tin học, kinh...",150000.0,Công ty TNHH Bình Phúc,2018-03-21 16:48:48,Bìa cứng,1366.0,Nhà Xuất Bản Khoa Học Xã Hội,<p>10*16cm</p>,,
