tên sách,ảnh bìa,thể loại,nội dung tóm tắt,giá bìa,kích thước,ngày xuất bản,nhà phát hành,nhà xuất bản,số trang,tác giả,loại bìa,dịch giả
Sử Dụng Và Bảo Dưỡng Máy Cơ Khí Nông Nghiệp,https://www.vinabook.com/images/thumbnails/product/240x/291623_p79858mp74517mimg16417.jpg,Dạy – Học nghề," Bộ sách Phổ Biến Về Khoa Học Và Kỹ Thuật Nông Thôn bao gồm kỹ thuật thực dụng và kiến thức khoa học đa phương diện như trồng cây lương thưc, cây công nghiệp, cây ăn quả, trồng nấm ăn, nuôi trồng thủy sản, sử dụng an toàn thuốc trừ sâu, kiến thức an toàn cư dân thành thị và nông thôn. Bộ sách gồm 6 cuốn: Nghề Mộc, Gia Công Đồ Gỗ Kỹ Thuật Sử Dụng Và Sửa Chữa Đồ Điện Gia Công Kim Loại Sử Dụng Và Bảo Dưỡng Máy Cơ Khí Nông Nghiệp Nghề Nguội Cơ Bản Nhà Nông Kinh Doanh Và Quản Lý Cuốn sách giới thiệu kỹ thuật sử dụng và sửa chữa máy nông nghiệp loại nhỏ (máy cày tay), kỹ thuật sử dụng và sửa chữa máy bơm và thiết bị tưới tiêu dùng trong nông nghiệp, kỹ thuật sử dụng và sửa chữa bình phun sương và máy phun bột, kỹ thuật sử dụng và sửa chữa máy tuốt lúa và máy cắt dây leo.Mời bạn đón đọc. ",42.0, 16 x 24 cm , 09/2015 , Thăng Long , Nxb Lao động - Xã hội ,116.0,, Bìa mềm ,
Kỹ Năng Hành Nghề Luật Sư Tư Vấn,https://www.vinabook.com/images/thumbnails/product/240x/270849_p77004mbiatruoc.jpg,Dạy – Học nghề,"  Thông tin tác giả    Trương Nhật Quang     Vào trang riêng của tác giả   Xem tất cả các sách của tác giả     Kỹ Năng Hành Nghề Luật Sư Tư Vấn là một cuốn sách mang tính chất định hướng, hướng dẫn đúng nghĩa cho các luật sư trẻ mới vào nghề. Ngoài luật sư trẻ, các giảng viên và sinh viên trường luật hay những ai quan tâm đến lĩnh vực này cũng có thể tìm thấy các thông tin bổ ích cho quá trình dạy và học kỹ năng hành nghề luật sư tư vấn.PHẦN 1 - GIỚI THIỆU CHUNG VỀ NGHỀ LUẬT SƯ TẠI VIỆT NAMPHẦN 2 - CÁC KỸ NĂNG CƠ BẢN HÀNH NGHỀ LUẬT SƯCHƯƠNG 1 - Tìm hiểu yêu cầu và xác định vấn đề pháp lýCHƯƠNG 2 - Tìm quy định pháp lý và thông tin có liên quanCHƯƠNG 3 - Phân tích đưa ra nhận định và giải pháp pháp lýCHƯƠNG 4 - Trình bày ý kiến tư vấnPHẦN 3 - KỸ NĂNG SOẠN THẢO VÀ ĐÀM PHÁN HỢP ĐỒNGCHƯƠNG 1 - Soạn thảo hợp đồngCHƯƠNG 2 - Đàm phán hợp đồngPHẦN 4 - CÁC KỸ NĂNG KHÁC TRONG HÀNH NGHỀ LUẬTCHƯƠNG 1 - Dịch thuậtCHƯƠNG 2 - Phát triển quan hệ với khách hàngCHƯƠNG 3 - Làm việc với cơ quan nhà nướcPHẦN 5 - CÁC KỸ NĂNG MỀMCHƯƠNG 1 - Giao tiếp và ứng xửCHƯƠNG 2 - Tiếp nhận và quản lý công việcPHẦN 6 - ĐẠO ĐỨC NGHỀ NGHIỆP LUẬT SƯPHẦN 7 - TRÁCH NHIỆM CỦA LUẬT SƯPHẦN 8 - MỘT VÀI NHẬN XÉT CUỐI CÙNGPHỤ LỤC 1 MẪU Ý KIẾN TƯ VẤNPHỤ LỤC 2 MẪU HỢP ĐỒNGBẢNG TRA CỨU TỪ KHÓAMời bạn đón đọc. ",300.0, 16 x 23.8 cm , 08/2017 , ArtBook , Nxb Lao động ,374.0, Trương Nhật Quang , Bìa mềm ,
Nghề Biên Kịch,https://www.vinabook.com/images/thumbnails/product/240x/260314_p75878mimg813.jpg,Dạy – Học nghề,"  Thông tin tác giả    Tuyết Hường     Vào trang riêng của tác giả   Xem tất cả các sách của tác giả     Viết lách và nổi tiếng. Làm việc với những tên tuổi show biz. Thu nhập kha khá.Đó là ánh hào quang xung quanh một nghề đang “hot” hiện nay, thu hút nhiều bạn trẻ nhưng ít người trụ được lâu: Biên kịch.Vậy, Biên kịch là nghề thế nào? Bạn cần có những tố chất gì khi theo nghề này? Những rào cản gì có thể xảy đến với bạn? Và làm cách nào để một người mới viết kịch bản “lọt vào mắt xanh” của các nhà sản xuất phim? Con đường nào giúp bạn trau dồi, nâng cao chuyên môn và uy tín nghề nghiệp?Nghề Biên Kịch do tác giả Tuyết Hường viết trong quá trình làm nghề, dành cho những ai cần tìm và muốn hiểu.  Một cuốn sách vừa đủ để bạn tham khảo và theo đuổi đam mê. Hành trình nghề nghiệp chưa bao giờ dễ dàng. Trải nghiệm của người khác không hẳn sẽ giúp bạn trẻ rút ngắn thời gian đến với thành công, nhưng chắc chắn cho bạn sự chuẩn bị cần thiết trước khi bắt đầu, cũng có thể là trạm dừng chân lấy sức để đi tiếp nếu bạn muốn thử sức với NGHỀ BIÊN KỊCH.•    Bộ “Nghĩ thử làm thật” thuộc dòng sách chia sẻ trải nghiệm nghề nghiệp – do người trẻ viết cho người trẻ, đã phát hành các tựa: Phóng viên lữ hành/ Chưa thử sao biết không thể?/ Xin việc hay tìm việc?Mời bạn đón đọc. ",58.0, 12 x 20 cm , 05/2017 , NXB Trẻ , Nxb Trẻ ,204.0, Tuyết Hường , Bìa mềm ,
Nhà Nông Kinh Doanh Và Quản Lý,https://www.vinabook.com/images/thumbnails/product/240x/251868_p74519mimg1618.jpg,Dạy – Học nghề," Bộ sách Phổ Biến Về Khoa Học Và Kỹ Thuật Nông Thôn bao gồm kỹ thuật thực dụng và kiến thức khoa học đa phương diện như trồng cây lương thưc, cây công nghiệp, cây ăn quả, trồng nấm ăn, nuôi trồng thủy sản, sử dụng an toàn thuốc trừ sâu, kiến thức an toàn cư dân thành thị và nông thôn. Bộ sách gồm 6 cuốn: Nghề Mộc, Gia Công Đồ Gỗ Kỹ Thuật Sử Dụng Và Sửa Chữa Đồ Điện Gia Công Kim Loại Sử Dụng Và Bảo Dưỡng Máy Cơ Khí Nông Nghiệp Nghề Nguội Cơ Bản Nhà Nông Kinh Doanh Và Quản Lý Cuốn sách khẳng định sự giàu có ngay dưới chân nhà kinh doanh chỉ cần không ngừng học hỏi, nắm bắt ý tưởng, sáng tạo, trung thực, không sợ thất bại và tuân thủ quy định pháp luật. Cuốn sách cũng chỉ rõ những điều cần làm khi bắt đầu kinh doanh: điều tra thị trường là bước đầu quan trọng, dự đoán thị trường và chính sách kinh doanh, đi vào thị trường đồng thời cũng giới thiệu về tổ chức WTO.Mời bạn đón đọc. ",48.0, 16 x 24 cm , 09/2015 , Thăng Long , Nxb Lao động - Xã hội ,136.0,, Bìa mềm ,
"Nghề Mộc, Gia Công Đồ Gỗ",https://www.vinabook.com/images/thumbnails/product/240x/251867_p74518mimg1639.jpg,Dạy – Học nghề," Bộ sách Phổ Biến Về Khoa Học Và Kỹ Thuật Nông Thôn bao gồm kỹ thuật thực dụng và kiến thức khoa học đa phương diện như trồng cây lương thưc, cây công nghiệp, cây ăn quả, trồng nấm ăn, nuôi trồng thủy sản, sử dụng an toàn thuốc trừ sâu, kiến thức an toàn cư dân thành thị và nông thôn. Bộ sách gồm 6 cuốn: Nghề Mộc, Gia Công Đồ Gỗ Kỹ Thuật Sử Dụng Và Sửa Chữa Đồ Điện Gia Công Kim Loại Sử Dụng Và Bảo Dưỡng Máy Cơ Khí Nông Nghiệp Nghề Nguội Cơ Bản Nhà Nông Kinh Doanh Và Quản Lý Cuốn sách giới thiệu vật liệu thường dùng trong nghề mộc, đồ nghề thợ mộc và các thao tác, kết cấu gỗ và cách chế tác, sơ lược về máy gia công gỗ và hiểu biết cơ bản về đọc bản vẽ.Mời bạn đón đọc. ",27.0, 16 x 24 cm , 09/2015 , Thăng Long , Nxb Lao động - Xã hội ,76.0,, Bìa mềm ,
Sử Dụng Và Bảo Dưỡng Máy Cơ Khí Nông Nghiệp,https://www.vinabook.com/images/thumbnails/product/240x/251866_p74517mimg16417.jpg,Dạy – Học nghề," Bộ sách Phổ Biến Về Khoa Học Và Kỹ Thuật Nông Thôn bao gồm kỹ thuật thực dụng và kiến thức khoa học đa phương diện như trồng cây lương thưc, cây công nghiệp, cây ăn quả, trồng nấm ăn, nuôi trồng thủy sản, sử dụng an toàn thuốc trừ sâu, kiến thức an toàn cư dân thành thị và nông thôn. Bộ sách gồm 6 cuốn: Nghề Mộc, Gia Công Đồ Gỗ Kỹ Thuật Sử Dụng Và Sửa Chữa Đồ Điện Gia Công Kim Loại Sử Dụng Và Bảo Dưỡng Máy Cơ Khí Nông Nghiệp Nghề Nguội Cơ Bản Nhà Nông Kinh Doanh Và Quản Lý Cuốn sách giới thiệu kỹ thuật sử dụng và sửa chữa máy nông nghiệp loại nhỏ (máy cày tay), kỹ thuật sử dụng và sửa chữa máy bơm và thiết bị tưới tiêu dùng trong nông nghiệp, kỹ thuật sử dụng và sửa chữa bình phun sương và máy phun bột, kỹ thuật sử dụng và sửa chữa máy tuốt lúa và máy cắt dây leo.Mời bạn đón đọc. ",42.0, 16 x 24 cm , 09/2015 , Thăng Long , Nxb Lao động - Xã hội ,116.0,, Bìa mềm ,
Nghề Nguội Cơ Bản,https://www.vinabook.com/images/thumbnails/product/240x/251865_p74516mimg16610.jpg,Dạy – Học nghề," Bộ sách Phổ Biến Về Khoa Học Và Kỹ Thuật Nông Thôn bao gồm kỹ thuật thực dụng và kiến thức khoa học đa phương diện như trồng cây lương thưc, cây công nghiệp, cây ăn quả, trồng nấm ăn, nuôi trồng thủy sản, sử dụng an toàn thuốc trừ sâu, kiến thức an toàn cư dân thành thị và nông thôn. Bộ sách gồm 6 cuốn: Nghề Mộc, Gia Công Đồ Gỗ Kỹ Thuật Sử Dụng Và Sửa Chữa Đồ Điện Gia Công Kim Loại Sử Dụng Và Bảo Dưỡng Máy Cơ Khí Nông Nghiệp Nghề Nguội Cơ Bản Nhà Nông Kinh Doanh Và Quản Lý Cuốn sách giới thiệu thiết bị cơ bản của thợ nguội; vạch mẫu; dũa; cưa cắt kim loại; khoan lỗ, nong lỗ và doa lỗ; ta rô và ren răng; đục kim loại; nắn và uốn kim loại.Mời bạn đón đọc. ",42.0, 16 x 24 cm , 09/2015 , Thăng Long , Nxb Lao động - Xã hội ,116.0,, Bìa mềm ,
Để Trở Thành Nhà Biên Kịch Phim Truyện,https://www.vinabook.com/images/thumbnails/product/240x/247400_p73691mdetrothanh.jpg,Dạy – Học nghề,"  Thông tin tác giả    Nguyễn Quang Lập    
                                                                                                                                                Sinh 30 tháng 4 năm 1956 tại Ba Đồn, Quảng Trạch, Quảng BìnhĐã xuất bản:- Ký ức vụng 1 và 2- Chuyện đời vớ vẩn 1- Bạn văn 1, 2- Chuyện nhà quê- Hạnh phúc mong manh- 49 cây cơm nguội- Những mảnh đời đen trắngSắp xuất bản:- Tình cát- Kiến, chuột và ",125.0, 15.5 x 23.5 cm , 03/2017 , Phương Nam , NXB Văn hóa - Văn nghệ ,272.0, Nguyễn Quang Lập , Bìa mềm ,
Lịch Sử Nghề Luật Sư Ở Việt Nam,https://www.vinabook.com/images/thumbnails/product/240x/196443_p66216mbtt.jpg,Dạy – Học nghề,"  Thông tin tác giả    Trương Thị Hòa     Vào trang riêng của tác giả   Xem tất cả các sách của tác giả       Phan Đăng Thanh     Vào trang riêng của tác giả   Xem tất cả các sách của tác giả     Lịch sử nghề luật sư ở Việt Nam là công trình nghiên cứu độc lập về quá trình hình thành và phát triển nghề nghiệp luật sư ở nước ta, từ thời kỳ đầu tiên dưới ách độ hộ của thực dân Pháp, qua các chế độ trước năm 1975, cho đến ngày nay. Đây là quyển sách chuyên khảo liên ngành tiếp theo quyển Truyền thống luật sư Việt Nam cũng do hai tác giả biên soạn, được Nhà xuất bản Tổng hợp Thành phố Hồ Chí Minh xuất bản cuối năm 2014, đã được dư luận độc giả hoan nghênh, tìm đọc.Là hai luật sư có quá trình hoạt động nghề nghiệp gần như suốt đời mình, Luật sư Phan Đăng Thanh và Luật sư Trương Thị Hòa còn là hai nhà nghiên cứu lịch sử, từng nhiều năm tham gia giảng dạy bộ môn “Lịch sử Nhà nước và pháp luật Việt Nam” ở các Trường đại học tại Thành phố Hồ Chí Minh (như: Trường Đại học Mở – Bán công, Đại học Luật, Đại học Tổng hợp sau là Đại học Khoa học Xã hội và Nhân văn Thành phố Hồ Chí Minh…) và diễn giảng các môn về kỹ năng hành nghề tại Trường đào tạo nghề luật sư thuộc Bộ Tư pháp – Học viện Tư pháp hiện nay.Qua nội dung quyển sách này, tác giả đã sưu tầm các nguồn tài liệu khả tín từ các Kho lưu trữ quốc gia của Nhà nước qua các thời kỳ, Thư viện Khoa học Tổng hợp và Thư viện Khoa học Xã hội Thành phố Hồ Chí Minh, các sách báo và hình ảnh từ nguồn mạng điện tử, tư liệu gia đình do người thân của các cố luật sư cung cấp.Có thể nói, đây là quyển sách hữu ích đối với các nhà nghiên cứu, các sinh viên và các luật sư, cũng như độc giả xa gần có lòng quan tâm đến vấn đề này.Mời bạn đón đọc. ",200.0, 16 x 24 cm , 09/2015 , NXBTH TPHCM , Nxb Tổng hợp TP.HCM ,516.0," Trương Thị Hòa , Phan Đăng Thanh ", Bìa cứng ,
Nâng Cao Nghiệp Vụ Bartender & Pha Chế Cocktail Rượu Việt Nam,https://www.vinabook.com/images/thumbnails/product/240x/137895_xx292.jpg,Dạy – Học nghề,"  Thông tin tác giả    Nguyễn Xuân Ra 
                                                                                                                                            Nguyễn Xuân Ra
                                                                   Vào trang riêng của tác giả   Xem tất cả các sách của tác giả     Cùng với xu thế hội nhập quốc tế, việc kinh 
doanh thức uống đang ngày càng phát triển. Rượu coocktail, loại thức 
uống hỗn hợp được pha chế từ 1 hay 2 loại rượu kết hợp cùng một số 
nguyên liệu khác như nước trái cây, nước có gas, trứng, sữa…Cũng đang 
ngày càng phổ biến và hấp dẫn không chỉ bởi hương vị, màu sắc, cách 
trang trí mà còn luôn được sáng tạo, cập nhật nhằm mang lại sự mới lạ, 
đáp ứng nhu cầu thưởng thức của nhiều người. Ở Việt Nam hiện nay có không ít các trường 
nghiệp vụ du lịch và trung tâm dạy nghề đào tạo nghiệp vụ bartender, 
nhưng chỉ với thời gian ngắn nên hầu như các bartender chỉ nắm được các 
kiến thức chung về rượu; kỹ thuật, phong cách pha chế; cách làm việc, 
phối hợp trong bar. Còn về công thức cocktail thì chỉ được hướng d đang 
ngày càng phát triển. Rượu cocktail, loại thức uống hỗn hợp được pha chế
 từ 1 hay 2 loại rượu kết hợp cùng một số nguyên loại khác như nước trái
 cây, vẫn thực hiện tối đa 120 công thức cocktail phổ biến. Nhằm mục đích giới thiệu những kỹ năng cơ bản về công việc của một Bartender, Nxb Thông Tin và Truyền Thông giới thiệu cuốn sách ""Nâng Cao Nghiệp Vụ Bartender & Pha Chế Cocktail Rượu Việt Nam"" do chuyên gia Nguyễn Xuân Ra biên soạn dựa trên kinh nghiệm nhiều năm trong công tác giảng dạy và những hiểu biết thực tế khi đi tham quan nhiều nước trên toàn thế giới. Nội dung cuốn sách bao gồm 5 chương, cụ thể như sau:Chương 1: Tổng quan về CocktailChương 2: Nghệ thuật trang trí và nguyên liệu phá chế CocktailChương 3: Kỹ thuật pha chế cocktailChương 4: Các loại đồ uốngChương 5: Phong cách phục vụ đồ uốngChỉ có 5 chương ngắn gọn, hỵ vọng sau khi nghiên cứu cuốn sách bạn đọc sẽ nắm bắt được các kỹ năng cơ bản từ cách chọn lựa và tự định hướng các thành phần nhiên liệu , xác định phương pháp cho đến việc trang trí để pha chế một ly Cocktail hoàn hảo. Ngoài ra, cuốn sách còn có phần phụ lục nhằm giới thiệu một số kinh nghiệm cần thiết để trở thành một Bartender chuyên nghiệp.Mời bạn đón đọc. ",60.0, 14.5 x 20.5 cm , 12/2013 , NXB Thông Tin và Truyền Thông ,,180.0, Nguyễn Xuân Ra , Bìa mềm ,
Tài Ba Của Luật Sư - Tái bản 06/2013,https://www.vinabook.com/images/thumbnails/product/240x/136412_biatruoc613q-pu.jpg,Dạy – Học nghề,"  Thông tin tác giả    Nguyễn Ngọc Bích 
                                                                                                                                            Nguyễn Ngọc Bích
                                                                   Vào trang riêng của tác giả   Xem tất cả các sách của tác giả     Tài ba của luật sư 
là nói đến khả năng phân tích các sự kiện, vấn đề trong các tình huống, 
hoàn cảnh khác nhau và kết nối chúng với luật pháp tương ứng. Để có và 
đạt được những khả năng này các luật sư, nhất là các luật sư mới vào 
nghề cần phải có những điều kiện và kỹ thuật nhất định giống như là hoa hậu 
thì phải có chân dài. Đó chính là nội dung được trình bày trong cuốn 
sách này. Sách gồm các phần: Phần một: giải nghĩa suy nghĩ kiểu luật sư:
 nó là gì, tại sao dùng, điều kiện phải có để sử dụng nó Phần hai: 
trình bày cách suy nghĩ kiểu luật sư, tức là làm gì và làm thế nào Phần
 ba, đưa ra một số vụ để các bạn thực tập Cuối cùng, là phần mở rộng 
kiến thứcCuốn sách sẽ là tài liệu gối đầu của những ai muốn trở thành 
luật sư. Mời bạn đón đọc ",115.0, 14 x 20 cm , 06/2013 , NXB Trẻ , Nxb Trẻ ,444.0, Nguyễn Ngọc Bích , Bìa mềm ,
Kỹ Thuật Làm Đồ Chơi Và Vật Dụng Bằng Vải,https://www.vinabook.com/images/thumbnails/product/240x/46290_52833.jpg,Dạy – Học nghề,"  Thông tin tác giả    Trần Mỹ Linh     Vào trang riêng của tác giả   Xem tất cả các sách của tác giả     Kỹ Thuật Làm Đồ Chơi & Vật Dụng Bằng VảiNgày nay, kỹ thuật và nghệ thuật làm sống xã hội rất phong phú.Sách này giới thiệu các loại đồ chơi và vật dụng làm bằng vải rất xinh xắn dễ thương. Thậm chí bạn có thể tận dụng những mẫu vải bố nho nhỏ để tạo thành vật dụng hữu ích như túi vải đi dã ngoại, đế đặt ly cốc v.v",20.0, 14.5 x 20.5 cm , 03/2005 , Quang Minh , Nxb Tổng hợp TP.HCM ,68.0, Trần Mỹ Linh , Bìa mềm , Tiểu Quỳnh(Biên Dịch) 
Giáo Trình Tính Toán Truyền Động Và Kiểm Nghiệm Độ Bền Của Một Số Cụm Chuyển Động - Dùng Cho Trình Độ Cao Đẳng Nghề,https://www.vinabook.com/images/thumbnails/product/240x/32937_39478.jpg,Dạy – Học nghề, Giáo Trình Tính Toán Truyền Động Và Kiểm Nghiệm Độ Bền Của Một Số Cụm Chuyển Động - Dùng Cho Trình Độ Cao Đẳng NghềMục lục:Giới thiệu về mô đunThiết kế truyền động đaiThiết kế bộ truyền động xíchThiết kế truyền động bánh răngThiết kế truyền động bánh vítThiết kế trục và tính thenThiết kế gối đỡ trụcMời bạn đón đọc  ,27.0, 14.5x20.5 cm , 04/2010 , Kinh Đô 2 , Nxb Lao động ,192.0,, Bìa mềm ,
Tư Vấn Hướng Nghiệp - Trọn Bộ 2 Cuốn ,https://www.vinabook.com/images/thumbnails/product/240x/32538_39078.jpg,Dạy – Học nghề,"  Thông tin tác giả    Quang Dương 
                                                                                                                                            Quang Dương
                                                                   Vào trang riêng của tác giả   Xem tất cả các sách của tác giả     Sách cung cấp cho bạn những thông tin phong phú, đa diện, sâu sắc và xác đáng về định hướng nghề nghiệp thông qua những câu hỏi đáp do tác giả Quang Dương - nguyên chủ nhiện Ban Tâm lý học, Viện nghiên cứu Giáo dục Đào tạo phía Nam biên soạn, tổng hợp. Sách gồm hai phần: hỏi đáp tư vấn theo chủ đề và hỏi đáp tư vấn chung, giúp bạn có những hình dung nhất định về một số ngành nghề và những kỹ năng cũng như tố chất cần có khi bạn lựa chọn những ngành nghề đó. Ngoài ra sách còn có phần bài test EQ giúp bạn tìm hiểu rõ về bản thân mình để tự trang bị những kỹ năng cần thiết khi quyết định chọn nghề.Sách dành cho học sinh phổ thông và các bậc phụ huynh để giúp con hướng nghiệp.Mời bạn đón đọc.  ",68.0, 14 x 20 cm , 03/2010 , NXB Trẻ , Nxb Trẻ ,439.0, Quang Dương , Bìa mềm ,
Những Yếu Tố Cơ Bản Của Nghề Dạy Học ,https://www.vinabook.com/images/thumbnails/product/240x/32007_38542.jpg,Dạy – Học nghề,"  Thông tin tác giả    James M. Banner      Vào trang riêng của tác giả   Xem tất cả các sách của tác giả       Harold C. Cannon     Vào trang riêng của tác giả   Xem tất cả các sách của tác giả     ""Trong cuốn sách sinh động này, hai nhà giáo dục lỗi lạc mô tả các đặc điểm trí tuệ, đạo đức và xúc cảm của các giáo viên giỏi nghề và khích lệ những người theo nghề dạy nhận thức được các yếu tố cấu tạo nghệ thuật thanh cao của họ.Một cuốn sách thanh nhã tinh tế về một đề tài quan trọng nhưng thường bị thờ ơ. Trong tập chuyên luận đạo đức này, các tác giả không những đã trình bày rất thông minh về nghề dạy học mà còn nắm bắt được cái đẹp của nó"" (Roger Rosenblatt)""Khi con biết tin con được giải thưởng, người đầu tiên con nghĩ đến là mẹ con, sau đó là thầy. Nếu không có thầy, nếu không có bàn tay thân thương của thầy chìa ra với một đứa trẻ nghèo khó như con, nếu không có sự dạy dỗ và tấm gương sáng của thầy thì tất cả những điều này đã không xảy ra. Con không xem điều này là to tát. Nhưng ít nhất nó cho con có dịp được thưa với thầy rằng thầy đã và sẽ luôn luôn là người thầy đối với con, và con xin đoan chắc với thầy là những nỗ lực, những việc làm, và trái tim bao dung của thầy dành cho con sẽ luôn còn ở trong con, một trong những học trò nhỏ của thầy mà dù có lớn thêm bao nhiêu chăng nữa thì cũng sẽ không bao giờ thôi là đứa học trò biết ơn của thầy. Con ôm thầy thật chặt"". (Trích diễn văn nhận giải Nobel văn chương năm 1957 của nhà văn Pháp Albert Camus)Mời bạn đón đọc.  ",42.0, 12 x 20 cm , 12/2009 , Fahasa , Nxb Văn Hóa Sài Gòn ,248.0," James M. Banner , Harold C. Cannon ", Bìa mềm , Nguyễn Phúc Thành 
Kỹ Thuật Làm Đồ Chơi & Vật Dụng Bằng Vải,https://www.vinabook.com/images/thumbnails/product/240x/32496_39035.jpg,Dạy – Học nghề,"  Thông tin tác giả    Trần Mỹ Linh     Vào trang riêng của tác giả   Xem tất cả các sách của tác giả     Ngày nay, kỹ thuật và nghệ thuật làm sống xã hội rất phong phú.Sách này giới thiệu các loại đồ chơi và vật dụng làm bằng vải rất xinh xắn dễ thương. Thậm chí bạn có thể tận dụng những mẫu vải bố nho nhỏ để tạo thành vật dụng hữu ích như túi vải đi dã ngoại, đế đặt ly cốc v.v",28.0, 14.5x20.5 cm , 03/2011 , Quang Minh , Nxb Tổng hợp TP.HCM ,68.0, Trần Mỹ Linh , Bìa mềm ,
Các Ngành Nghề Việt Nam,https://www.vinabook.com/images/thumbnails/product/240x/31410_37939.jpg,Dạy – Học nghề,"  Thông tin tác giả    Vũ Ngọc Khánh 
                                                                                                                                            Vũ Ngọc Khánh
                                                                   Vào trang riêng của tác giả   Xem tất cả các sách của tác giả     Dân tộc ta hàng ngàn năm nay, cùng với nghề nông là cơ bản, đã có rất nhiều nghề thuộc nhiều lĩnh vực: Ngư nghiệp, lâm nghiệp, thủ công, mỹ nghệ v.v",36.5, 14.5x20.5 cm , 12/2009 , Thăng Long , NXB Thanh Niên ,228.0, Vũ Ngọc Khánh , Bìa mềm ,
Giáo Trình Nghề Hàn (Dùng Cho Trình Độ Cao Đẳng Nghề) - Tập 3,https://www.vinabook.com/images/thumbnails/product/240x/31310_37839.jpg,Dạy – Học nghề," Cùng với sự phát triển của khoa học công nghệ trên thế giới, lĩnh vực cơ chí chế tạo nói chung và ngành Hàn ở Việt Nam nói riêng đã có những bước phát triển đáng kể về số lượng và chất lượng đóng góp cho sự nghiệp công nghiệp hóa - hiện đại hóa đất nước. Việc biên soạn tài liệu chuyên môn nhằm đáp ứng nhu cầu về tài liệu cho học sinh, tài liệu tham khảo cho giáo viên, tạo tiếng nói chung trong quá trình đào tạo, phù hợp với tiêu chuẩn Quốc tế và đáp ứng yêu cầu sản xuất thực tế là một điều cấp thiết.Mục lục: MĐ26 - Tổ chức quản lý sản xuấtMĐ27 - Hàn ống chất lượng caoMĐ28 - Quy trình hànMĐ29 - Kiểm tra chất lượng mối hànMĐ30- Tính toán kết cấu hànMĐ40 - Cắt kim loại tấm bằng Ô-xy khí cháy, hồ quang Plasma trên máy cắt CNCMời bạn đón đọc.  ",40.0, 17 x 24 cm , 09/2009 , Kinh Đô 2 , Nxb Lao động ,224.0,, Bìa mềm ,
Chọn Nghề Chọn Tương Lai (Tập 2),https://www.vinabook.com/images/thumbnails/product/240x/31080_37606.jpg,Dạy – Học nghề," Chọn nghề là công việc không hề đơn giản, cần dành nhiều thời gian để nghiên cứu, hiểu rõ lợi ích mà nghề mang đến cho mình cũng như cái mất mát khi dấn thân vào nghề. Chọn đúng nghề sẽ là khởi đầu tốt đẹp để tiến gần đến thành công. Chọn sai nghề có thể sẽ làm bạn đánh mất cả tương lai và cả chính bản thân bạn. Đấy là vấn đề nan giải đối với nhiều bạn trẻ.Cuốn sách ""Chọn Nghề Chọn Tương Lai"" gồm 2 tập giới thiệu nhiều ngành nghề với nhiều lĩnh vực khác nhau, nó sẽ giúp các bạn trẻ tự tìm cho mình một nghề thực sự yêu thích, thật sự phù hợp với tính cách, năng lực hiện có của bản thân thông qua bài trắc nghiệm nghề nghiệp. Sách còn giới thiệu cho bạn biết những yêu cầu cụ thể cần phải có cho từng nghề, môi trường làm việc và công việc phải làm ứng với từng vị trí, nơi đào tạo nghề thậm chí có kèm mức lương để bạn tham khảo.Mời bạn đón đọc. ",32.0, 14x20 cm , 10/2009 , NXB Trẻ , Nxb Trẻ ,216.0,, Bìa mềm ,
Chọn Nghề Chọn Tương Lai (Tập 1),https://www.vinabook.com/images/thumbnails/product/240x/31079_37605.jpg,Dạy – Học nghề," Chọn nghề là công việc không hề đơn giản, cần dành nhiều thời gian để nghiên cứu, hiểu rõ lợi ích mà nghề mang đến cho mình cũng như cái mất mát khi dấn thân vào nghề. Chọn đúng nghề sẽ là khởi đầu tốt đẹp để tiến gần đến thành công. Chọn sai nghề có thể sẽ làm bạn đánh mất cả tương lai và cả chính bản thân bạn. Đấy là vấn đề nan giải đối với nhiều bạn trẻ.Cuốn sách ""Chọn Nghề Chọn Tương Lai"" gồm 2 tập giới thiệu nhiều ngành nghề với nhiều lĩnh vực khác nhau, nó sẽ giúp các bạn trẻ tự tìm cho mình một nghề thực sự yêu thích, thật sự phù hợp với tính cách, năng lực hiện có của bản thân thông qua bài trắc nghiệm nghề nghiệp. Sách còn giới thiệu cho bạn biết những yêu cầu cụ thể cần phải có cho từng nghề, môi trường làm việc và công việc phải làm ứng với từng vị trí, nơi đào tạo nghề thậm chí có kèm mức lương để bạn tham khảo.Mời bạn đón đọc.  
                                                                   Báo chí giới thiệu
                                                                ",30.0, 14x20 cm , 10/2009 , NXB Trẻ , Nxb Trẻ ,204.0,, Bìa mềm ,
