tên sách,ảnh bìa,thể loại,nội dung tóm tắt,giá bìa,kích thước,ngày xuất bản,nhà phát hành,nhà xuất bản,số trang,tác giả,loại bìa,dịch giả
500 Thế Võ Tự Vệ,https://www.vinabook.com/images/thumbnails/product/240x/47768_54311.jpg,Võ thuật,"  Thông tin tác giả    Vojtechl Levsky 
                                                                                                                                            Vojtechl Levsky
                                                                   Vào trang riêng của tác giả   Xem tất cả các sách của tác giả     500 Thế Võ Tự Vệ""500 thế võ tự vệ"" của tác giả Vojtechl Levsky - Hunggari. Với kinh nghiệm công tác nghiệp vụ bảo vệ trong hơn 40 nǎm, tác giả đã chọn ra 500 thế võ tự vệ đơn giản, dễ tập luyện nhưng hiệu quả rất lớn khi bị đối phương tấn công trong mọi trường hợp.Cuốn sách có những nội dung sau:- Những khái niệm cơ bản về tự vệ- Những điểm nhạy cảm và gây thương tích- Các thế tự vệ: Tự vệ khi bị nắm tay; Tự vệ khi bị hai đối phương tấn công; Tự vệ khi bị đối phương nắm giữ quần áo; Tự vệ khi bị đối phương kẹp đầu và cổ",35.0, 13 x 19 cm , 12/2011 , Đồng Lợi , Nxb thể dục thể thao ,216.0, Vojtechl Levsky , Bìa mềm , Phan Hồng Minh 
Thiếu Lâm Tự Quyền Phổ - Tập 3: Mai Hoa Đao,https://www.vinabook.com/images/thumbnails/product/240x/43039_49582.jpg,Võ thuật,"  Thông tin tác giả    Thích Vĩnh Tín     Vào trang riêng của tác giả   Xem tất cả các sách của tác giả     Văn hoá võ thuật Thiếu lâm Tự bác đại uyên thâm, từ lâu đã được coi là di sản văn hóa của thế giới.Sách tập hợp các bộ công phu mà các thế hệ tăng chúng trong chùa đã tập luyện trong suốt hơn bốn nghìn năm qua. Gọi là công phu, nghĩa là trong quá trình luyện tập lâu dài, mọi người dần chọn lọc những chiêu thức thiết thực và thực dụng, để lập thành chiêu thức cố định, nhằm giúp cho việc luyện tập trở nên dễ dàng hơn. Điều này đã nói lên được phần nào tầm quan trọng của các bộ công phu võ thuật.Bộ sách ""Thiếu Lâm Tự quyền phổ"" sẽ lần lượt giới thiệu các bộ võ công truyền thống do mốn phái Thiếu Lâm Tự truyền lại, chúng đều là chân truyền của phái Thiếu Lâm, có thể coi là giáo trình chuẩn của người học võ công Thiếu Lâm, đồng thời cũng đặt ra nền móng cơ bản cho việc thi đấu võ công và đặt ra nguyên tắc thi đấu công phu Thiếu Lâm sau này.Mời bạn đón đọc.  ",16.0, 13.5 x 20.5 cm , 04/2012 , Huy Hoàng , NXB Dân Trí ,80.0, Thích Vĩnh Tín , Bìa mềm ,
Thiếu Lâm Tự Quyền Phổ - Tập 2: Tâm Ý Môn,https://www.vinabook.com/images/thumbnails/product/240x/43037_49580.jpg,Võ thuật,"  Thông tin tác giả    Thích Vĩnh Tín     Vào trang riêng của tác giả   Xem tất cả các sách của tác giả     Văn hoá võ thuật Thiếu lâm Tự bác đại uyên thâm, từ lâu đã được coi là di sản văn hóa của thế giới.Sách tập hợp các bộ công phu mà các thế hệ tăng chúng trong chùa đã tập luyện trong suốt hơn bốn nghìn năm qua. Gọi là công phu, nghĩa là trong quá trình luyện tập lâu dài, mọi người dần chọn lọc những chiêu thức thiết thực và thực dụng, để lập thành chiêu thức cố định, nhằm giúp cho việc luyện tập trở nên dễ dàng hơn. Điều này đã nói lên được phần nào tầm quan trọng của các bộ công phu võ thuật.Bộ sách ""Thiếu Lâm Tự quyền phổ"" sẽ lần lượt giới thiệu các bộ võ công truyền thống do mốn phái Thiếu Lâm Tự truyền lại, chúng đều là chân truyền của phái Thiếu Lâm, có thể coi là giáo trình chuẩn của người học võ công Thiếu Lâm, đồng thời cũng đặt ra nền móng cơ bản cho việc thi đấu võ công và đặt ra nguyên tắc thi đấu công phu Thiếu Lâm sau này.Mời bạn đón đọc.  ",24.0, 13.5 x 20.5 cm , 04/2012 , Huy Hoàng , NXB Dân Trí ,118.0, Thích Vĩnh Tín , Bìa mềm ,
Thiếu Lâm Tự Quyền Phổ - Tập 1: La Hán Quyền,https://www.vinabook.com/images/thumbnails/product/240x/43031_49574.jpg,Võ thuật,"  Thông tin tác giả    Thích Vĩnh Tín     Vào trang riêng của tác giả   Xem tất cả các sách của tác giả     Văn hoá võ thuật Thiếu lâm Tự bác đại uyên thâm, từ lâu đã được coi là di sản văn hóa của thế giới.Sách tập hợp các bộ công phu mà các thế hệ tăng chúng trong chùa đã tập luyện trong suốt hơn bốn nghìn năm qua. Gọi là công phu, nghĩa là trong quá trình luyện tập lâu dài, mọi người dần chọn lọc những chiêu thức thiết thực và thực dụng, để lập thành chiêu thức cố định, nhằm giúp cho việc luyện tập trở nên dễ dàng hơn. Điều này đã  nói lên được phần nào tầm quan trọng của các bộ công phu võ thuật.Bộ sách ""Thiếu Lâm Tự quyền phổ"" sẽ lần lượt giới thiệu các bộ võ công truyền thống do mốn phái Thiếu Lâm Tự truyền lại, chúng đều là chân truyền của phái Thiếu Lâm, có thể coi là giáo trình chuẩn của người học võ công Thiếu Lâm, đồng thời cũng đặt ra nền móng cơ bản cho việc  thi đấu võ công và đặt ra nguyên tắc thi đấu công phu Thiếu Lâm sau này.Mời bạn đón đọc. ",21.0, 13.5 x 20.5 cm , 04/2012 , Huy Hoàng , NXB Dân Trí ,104.0, Thích Vĩnh Tín , Bìa mềm ,
Thái Cực Quyền Bảo Vệ Sức Khỏe & Nuôi Dưỡng Sinh Lực,https://www.vinabook.com/images/thumbnails/product/240x/40820_47363.jpg,Võ thuật,"  Thông tin tác giả    Robert Parry     Vào trang riêng của tác giả   Xem tất cả các sách của tác giả     Sức khỏe tốt là mong muốn của tất cả mọi người. Từ xưa, con người đã dành nhiều thời gian và công sức để tìm kiếm những biện pháp tích cực nhằm giữ gìn sức khỏe và trường thọ. Luyện tập Thái Cực Quyền là một trong những phương pháp hiệu quả và đáng tin cậy.Thái Cực Quyền hoàn toàn khác với các môn thể dục khác: với những chuyển động chậm rãi, thư thả, và hít thở nhẹ nhàng, đều đặn, được gọi là ""Thiền định chuyển động"". Thái Cực Quyền là một lựa chọn hoàn hảo cho những ai muốn tìm một phương pháp trị liệu dưỡng sinh nhẹ nhàng, uyển chuyển, đầy thẩm mỹ, mang lại sự hưng phấn cho tinh thần, chống bệnh tật và tăng cường sức khỏe.Mời bạn đón đọc. ",40.0, 13 x 19 cm , 11/2011 , Văn Lang , NXB Hồng Đức ,224.0, Robert Parry , Bìa mềm , Thế Anh 
Đạo Gia Khí Công - Thái Cực Thần Công Thập Nhị Thức (Sách Kèm VCD),https://www.vinabook.com/images/thumbnails/product/240x/38963_45506.jpg,Võ thuật,"  Thông tin tác giả    Lê Văn Vĩnh     Vào trang riêng của tác giả   Xem tất cả các sách của tác giả     Với quan điểm ""khí công phục vụ cho sức khỏe bền bỉ, lâu dài"", người viết cầu mong cho tất cả những ai yêu thích khí công thành công và trường thọ, sống vui, sống khỏe với cuộc đời đầy biến động và căng thẳng này.Mục lụcDịch lý Trung HoaThái cực là gì?Biến động của thái cực trong khí côngÂm dương và ngũ hành trong vũ trụ quan và nhân sinh quan Trung HoaThái cực thần công là gì?",48.0, 13 x 19 cm , 09/2011 , Văn Lang , NXB Thời Đại ,192.0, Lê Văn Vĩnh , Bìa mềm ,
Taekwondo Côn Nhị Khúc,https://www.vinabook.com/images/thumbnails/product/240x/38145_44688.jpg,Võ thuật,"  Thông tin tác giả    Tri Thức Việt 
                                                                                                                                            Tri Thức Việt
                                                                   Vào trang riêng của tác giả   Xem tất cả các sách của tác giả     Mục lụcChương 1: Côn nhị khúc, vũ khí bất diệtChương 2: Các bài luyện tập côn nhị khúcChương 3: Huấn luyện côn pháp công - thu cơ bảnChương 4: Nâng cao sức chiến đấu qua rèn luyện kỹ thuật tấn côngChương 5: Bí kíp luyện tập để thành cao thủMời bạn đón đọc ",39.0, 13 x 19 cm , 07/2011 , Văn Lang , Nxb thể dục thể thao ,184.0, Tri Thức Việt , Bìa mềm ,
Thiếu Lâm Tự - Tiểu La Hán Quyền,https://www.vinabook.com/images/thumbnails/product/240x/351007_p90290mscan0004.jpg,Võ thuật,"  Thông tin tác giả    Kim Long 
                                                                                                                                            Kim Long
                                                                   Vào trang riêng của tác giả   Xem tất cả các sách của tác giả     Võ công Thiếu Lâm sở dĩ lưu truyền bao đời nay, một phần lớn là nhờ tinh thần võ đức, lấy thiện trừng ác, trung nghĩa báo quốc khởi từ tích ""13 côn tăng cứu giúp Đường vương Lý Thế Dân"", nhờ tấm gương của Đạt Ma sư tổ khắc khổ tiến thủ, cầu định đắc tuệ.Võ công Thiếu Lâm qua tăng nhân các đời diễn luyện, hoàn thiện, trở thành ngọn đuốc sáng trong võ lâm Trung Quốc. ""Võ lấy tên chùa, chùa lấy tên võ mà nổi tiếng"", võ thuật Thiếu Lâm vang danh toàn cầu, đệ tử Thiếu Lâm ở khắp thế giới. Để tiến 1 bước kế thừa và hoằng dương văn hóa truyền thống Trung Hoa, chúng tôi thỉnh mời Thiếu Lâm Tự và các chuyên gia trong nước nghiên cứu, chỉnh lý để xuất bản hệ thống bí kíp võ công truyền thế của Trung Quốc Tung Sơn Thiếu Lâm Tự, giúp cho những người yêu thích Thiếu Lâm võ công khắp thiên hạ luyện tập, nghiên cứu, thâu tàng.Mời bạn đón đọc. ",10.0, 13 x 18.5 cm , 03/2006 , Nhà sách Hoa Sen , Nxb Phương Đông ,96.0, Kim Long , Bìa mềm ,
Vovinam - Việt Võ Đạo - Quyển 2: Cơ Sở Kiến Thức Khí Công,https://www.vinabook.com/images/thumbnails/product/240x/350481_p90214m2.jpg,Võ thuật,"  Thông tin tác giả    Võ sư Trần Nguyên Đạo     Vào trang riêng của tác giả   Xem tất cả các sách của tác giả     Đây là một công trình nghiên cứu mang tính cách quảng đại quần chúng, đưa bộ môn Khí Công trở thành một bộ môn giản dị, dễ hiểu cho mọi người ở mọi trình độ và mọi lứa tuổi; tất cả đều có thể tham khảo và tập luyện, khác với một số công trình trước đây chỉ dành riêng cho các đối tượng hẹp.Công trình nghiên cứu này còn là một tác phẩm đã được quốc tế hóa, bởi vì đã kết hợp và trở thành một cầu nối giữa hai mảng kiến thức Đòng - Tây, nhất là các kiến thức về phương diện Y học Đông phương và Tây phương, bởi hai lĩnh vực này căn bản từ ngàn xưa đã không cùng nguồn gốc, nguyên tắc, quan điểm, phương pháp thực hành và ứng dụng, chữa trị",195.0, 21 x 30 cm , 09/2019 , Phương Nam , Nxb Tổng hợp TP.HCM ,252.0, Võ sư Trần Nguyên Đạo , Bìa mềm ,
Karaté - Kỹ Thuật Công Phá,https://www.vinabook.com/images/thumbnails/product/240x/338581_p87653mkarate.jpg,Võ thuật,"  Thông tin tác giả    Kim Long 
                                                                                                                                            Kim Long
                                                                   Vào trang riêng của tác giả   Xem tất cả các sách của tác giả     Karate - Kỹ Thuật Công Phá là một môn võ thuật dùng để tự vệ và chiến đấu rất hiệu quả. Một trong những kỹ năng tiêu biểu cho môn võ thuật này là kỹ thuật công phá. Những kỹ thuật này đã đem lại huyền thoại cho môn võ Karaté. Vê những buổi biểu diễn xuất sắc như dùng tay không đánh bể một chồng ngói cao ngất, hay chặt gạch, ván, cổ chai như chẻ tre, hay nhảy vòng lửa v.v",20.0, 13 x 18.5 cm , 10/2005 , Nhà sách Hoa Sen , Nxb Mũi Cà Mau ,216.0, Kim Long , Bìa mềm ,
Vovinam - Việt Võ Đạo - Quyển 1: Nội Công Nhập Môn,https://www.vinabook.com/images/thumbnails/product/240x/350483_p90213m1.jpg,Võ thuật,"  Thông tin tác giả    Võ sư Trần Nguyên Đạo     Vào trang riêng của tác giả   Xem tất cả các sách của tác giả     Đây là một công trình nghiên cứu mang tính cách quảng đại quần chúng, đưa bộ môn Khí Công trở thành một bộ môn giản dị, dễ hiểu cho mọi người ở mọi trình độ và mọi lứa tuổi; tất cả đều có thể tham khảo và tập luyện, khác với một số công trình trước đây chỉ dành riêng cho các đối tượng hẹp.Công trình nghiên cứu này còn là một tác phẩm đã được quốc tế hóa, bởi vì đã kết hợp và trở thành một cầu nối giữa hai mảng kiến thức Đòng - Tây, nhất là các kiến thức về phương diện Y học Đông phương và Tây phương, bởi hai lĩnh vực này căn bản từ ngàn xưa đã không cùng nguồn gốc, nguyên tắc, quan điểm, phương pháp thực hành và ứng dụng, chữa trị",195.0, 21 x 30 cm , 09/2019 , Phương Nam , Nxb Tổng hợp TP.HCM ,300.0, Võ sư Trần Nguyên Đạo , Bìa mềm ,
Sổ Tay Võ Thuật - Kỹ Thuật Đánh Đòn Chân,https://www.vinabook.com/images/thumbnails/product/240x/338577_p87655mkythuatdanh.jpg,Võ thuật,"  Thông tin tác giả    Kim Long 
                                                                                                                                            Kim Long
                                                                   Vào trang riêng của tác giả   Xem tất cả các sách của tác giả     Kỹ Thuật Đánh Đòn Chân là cuốn sách sẽ cho bạn những kỹ thuật khi chúng ta sử dụng chân, khi tự vệ thì chân đóng vai trò rất quan trọng, có thể bảo vệ bạn thoát khỏi những nguy hiểm trong cuộc sống xung quanh.Các đòn đánh chân lúc nào cũng là những đòn đánh mạnh, dứt khoát và cũng có thể hạ đối phương chỉ trong 1 đòn đánh. Cuốn sách có tất cả 6 chương được trình bày rõ ràng, dễ hiểu. Các bạn có thể học một cách nhanh nhất có thể, để tự vệ cho bản thân.Mời bạn đón đọc. ",30.0, 13 x 19 cm , 07/2007 , Nhà sách Hoa Sen , Nxb Phương Đông ,252.0, Kim Long , Bìa mềm ,
Thiếu Lâm Chính Tông - Binh Khí Quái Chiêu Bí Truyền,https://www.vinabook.com/images/thumbnails/product/240x/338613_p87651mthieulam.jpg,Võ thuật,"  Thông tin tác giả    Đăng Phong     Vào trang riêng của tác giả   Xem tất cả các sách của tác giả     Binh Khí quái chiêu của Thiếu Lâm tự là bảo vật trấn tự, nhiều đời cao tăng không truyền ra ngoài. Sách này chọn tổng cộng 29 loại, bao gồm cung tiễn và đạn cung, những loại binh khí này rất hiếm thấy bên ngoài. Sự tồn tại của nó chứng minh thánh địa thiền lâm của Phật môn đúng là có những loại công phu kinh người và bí mật thật đặc biệt.Mời bạn đón đọc. ",28.0, 12.5 x 18.5 cm , 04/2006 , Nhà sách Hoa Sen , Nxb Phương Đông ,256.0, Đăng Phong , Bìa mềm ,
Võ Đang Khí Công Cao Cấp,https://www.vinabook.com/images/thumbnails/product/240x/338638_p87646mvodang.jpg,Võ thuật,"  Thông tin tác giả    Lê Hành     Vào trang riêng của tác giả   Xem tất cả các sách của tác giả       Lê Văn Vĩnh     Vào trang riêng của tác giả   Xem tất cả các sách của tác giả     Võ Đang Khí Công Cao Cấp là quyển sách viết về loại võ khí công của Võ Đang, một trong những môn võ lợi lại và cần nhiều kỹ thuật. Học hết các bài trong cuốn sách bạn sẽ có thể vận dụng để rèn luyện sức khỏe, có thể ứng dụng vào các bài tập thể dục để nâng thành các bài tập cao cấp.Việc tập luyện thể dục là một công việc thường nhật và đều đặn ở bất kỳ độ tuổi nào, nhưng điều này hạn chế khi tuổi càng cao, độ tuổi mà bệnh lý tim mạch và các rối loạn chuyển hóa thường hay phối hợp đã ảnh hưởng đến sức khỏe con người. Vì vậy khi chúng ta phối hợp khí công Võ Đang và các bài tập thông thường với nhau sẽ tạo thành một bài tập hiệu quả.Mời bạn đón đọc. ",12.0, 13 x 19 cm , 06/2010 , Nhà sách Hoa Sen , Nxb Phương Đông ,68.0," Lê Hành , Lê Văn Vĩnh ", Bìa mềm ,
Tự Học Karate,https://www.vinabook.com/images/thumbnails/product/240x/338673_p87642mtuhoc.jpg,Võ thuật,"  Thông tin tác giả    Kim Long 
                                                                                                                                            Kim Long
                                                                   Vào trang riêng của tác giả   Xem tất cả các sách của tác giả     Tập sách ""Tự Học Karate"" ra đời nhằm giúp các bạn yêu thích thể thao và võ thuật có thêm tư liệu để tham khảo. Sách được trình bày tỉ mỉ, dễ hiểu, với nhiều hình ảnh minh họa rõ ràng, các kỹ thuật được hướng dẫn kỹ càng từng bước, đi từ dễ đến khó, nhằm giúp các bạn có thể tự tập luyện theo một cách dễ dàng. Đây là cẩm nang cần thiết cho các bạn yêu thích môn võ thuật này.Mời bạn đón đọc. ",17.0, 13 x 19 cm , 04/2007 , Nhà sách Hoa Sen , Nxb Phương Đông ,142.0, Kim Long , Bìa mềm ,
Thiếu Lâm Tự Tam Lộ Pháo Quyền,https://www.vinabook.com/images/thumbnails/product/240x/338675_p87640mthieulamtu.jpg,Võ thuật,"  Thông tin tác giả    Kim Long 
                                                                                                                                            Kim Long
                                                                   Vào trang riêng của tác giả   Xem tất cả các sách của tác giả     Thiếu Lâm Tự Tam Lộ Pháo Quyền là quyển sách giới thiệu tới các bạn về tuyệt kỹ của môn võ thuật đặc biệt. Quyển sách có 6 phần, từ giới thiệu từ các bài học đơn giản cho tới các bài học nâng cao. Các bài quyền tấn công hay tự vệ được trình bày rõ ràng dễ hiểu.Trước khi học các tuyệt kỹ bạn cũng sẽ được hướng dẫn tư thế chuẩn bị và các lưu ý khi luyện công để tránh những tại nạn không đáng có xảy ra, đó là thông tin rất quan trọng và cần thiết trong quá trình học võ của bạn.Mời bạn đón đọc. ",16.0, 13 x 18.5 cm , 03/2006 , Nhà sách Hoa Sen , Nxb Phương Đông ,160.0, Kim Long , Bìa mềm ,
Võ Thuật Cổ Truyền Ứng Dụng Vào Sân Khấu - Điện Ảnh,https://www.vinabook.com/images/thumbnails/product/240x/26278_32747.jpg,Võ thuật,  Thông tin tác giả    Nguyễn Thu Vân     Vào trang riêng của tác giả   Xem tất cả các sách của tác giả     Mục lục: Phần 1: Vài nét về múa trình thức võ thuật trên sân khấu cải lương Múa cải lương Ngoại bộ võ thuật áp dụng trên sân khấu cải lương qua các nhân vật hài Múa trang trí Mảng chèo thuyền trong vở “Kim Đồng” Vài nét về võ thuật Việt Nam và những ứng dụng trên sân khấu Những bài học sáng tạo của nghệ sĩ nhân dân Nguyễn Phương Danh và đoàn cải lương nam bộ Một số gợi ý về tạo dáng ngoại bộ áp dụng nhân vật hiện đại Phần 2: Giáo trình căn bản ứng dụng võ thuật vào sân khấu – điện ảnh Chương 1: Luật cân bằng của cơ thể người Chương 2: Luật chuyển động của hình thể Chương 3: Múa biểu tượng Phần 3: Võ nghệ thuật Chương 1: Võ tay không (Quyền) Chương 2: Võ có đạo cụ (Binh khí) Phần 4: Phụ lục Mời bạn đón đọc. ,40.0, 14.5x20.5 cm , 12/2008 , Quang Minh , Nxb Phương Đông ,208.0, Nguyễn Thu Vân , Bìa mềm ,
Tẩy Tủy Kinh (Tái Bản 2019),https://www.vinabook.com/images/thumbnails/product/240x/333942_p87041mscan0000.jpg,Võ thuật,"  Thông tin tác giả    Mạnh Linh 
                                                                                                                                            Mạnh Linh
                                                                   Vào trang riêng của tác giả   Xem tất cả các sách của tác giả     ""Tẩy tủy kinh tương truyền là một trong 2 bộ kinh thư do Bồ Đề Đạt Ma truyền lại (bộ kinh còn lại là Dịch cân kinh) khi ông đến Tung Sơn Thiếu Lâm tự để truyền đạo pháp. Nội dung của bộ kinh là phương pháp tu luyện khí công và võ thuật. Có người cho rằng thực chất đây không phải là pháp môn khí công, mà chỉ là tâm pháp tu hành Thiền tông của Đạt Ma truyền lại.Nguyên bản Tẩy tủy kinh đã bị thất truyền từ lâu. Có học giả thời nhà Thanh hoài nghi, cho rằng các bản Tẩy tủy kinh lưu truyền đều là ngụy tác thời Minh Thanh. Hiểu rõ điều này, dựa trên kinh nghiệm rèn luyện dưỡng sinh hàng ngày và kiến thức Thiền học, cũng như bằng sự trải nghiệm thực tế, tác giả đã chỉnh lý “Tẩy tủy kinh” bản nha tàng bản thành một bộ sách thích hợp cho người hiện đại đọc, học và tu luyện. Trong quá trình chỉnh lý và biên soạn, tác giả tôn trọng nguyên tác, tìm tòi tra cứu các đề yếu uyên thâm trong văn bản cổ.""Mời bạn đón đọc. ",48.0, 13.5 x 20.5 cm , 03/2019 , Huy Hoàng , NXB Dân Trí ,176.0, Mạnh Linh , Bìa mềm ,
Thiếu Lâm Chính Tông - Thất Thập Nhị Huyền Công,https://www.vinabook.com/images/thumbnails/product/240x/339935_p87800mscan0001.jpg,Võ thuật,"  Thông tin tác giả    Đăng Phong     Vào trang riêng của tác giả   Xem tất cả các sách của tác giả     Nguồn gốc của ""Thiếu lâm chính tông thất thập nhị huyền công"": Căn cứ vào ""Thiếu Lâm quyền phổ"", thiếu lâm tự có ba mươi sáu môn ngạnh công và ba mươi sáu môn nhuyễn công, còn gọi là ba mươi sáu môn ngoại công và ba mươi sáu môn nội công, là những công phu bí truyền của võ Thiếu Lâm, nhưng đều không được ghi chép rõ ràng. Ngày nay khi nhắc đến các tuyệt kỹ này, thông thường người ta gọi là ""Thiếu Lâm công phu"", điều mà trong tiểu thuyết võ hiệp cận hiện đại và truyền thuyết dân gian được gọi là ""thần công"", khiến cho bộ mặt thật của nó càng phủ thêm bức màng thần bí",34.0, 12.5 x 18.5 cm , 03/2006 , Nhà sách Hoa Sen , Nxb Phương Đông ,312.0, Đăng Phong , Bìa mềm ,
Sổ Tay Võ Thuật - Taekwondo Cho Người Mới Học,https://www.vinabook.com/images/thumbnails/product/240x/338619_p87649msotayvo.jpg,Võ thuật,"  Thông tin tác giả    Kim Long 
                                                                                                                                            Kim Long
                                                                   Vào trang riêng của tác giả   Xem tất cả các sách của tác giả     Sổ Tay Võ Thuật Taekwondo Cho Người Mới Học là quyển sách giới thiệu tới các bạn về tuyệt kỹ của Teakwondo một môn võ thuật đặc biệt. Quyển sách có 5 chương, giới thiệu từ các bài học đơn giản cho tới các bài học nâng cao. Các bài quyền tấn công hay tự vệ được trình bày rõ ràng dễ hiểu.Trước khi học các tuyệt kỹ bạn cũng sẽ được hướng dẫn tư thế chuẩn bị và các lưu ý khi học để tránh những tại nạn không đáng có xảy ra. Đây là thông tin rất cần thiết và quan trọng nên vì vậy nó sẽ có lợi cho bạn trong quá trình học võ.Mời bạn đón đọc. ",16.0, 13 x 19 cm , 06/2007 , Nhà sách Hoa Sen , Nxb Phương Đông ,132.0, Kim Long , Bìa mềm ,
Khinh Công Tuyệt Kỷ,https://www.vinabook.com/images/thumbnails/product/240x/338640_p87645mkhinhcong.jpg,Võ thuật,"  Thông tin tác giả    Nguyễn Tường     Vào trang riêng của tác giả   Xem tất cả các sách của tác giả     Khinh Công Tuyệt Kỷ là quyển sách giới thiệu tới các bạn về tuyệt kỹ của khinh công một môn võ thuật đặc biệt. Quyển sách có 4 phần, từ giới thiệu từ các bài học đơn giản cho tới các bài học nâng cao. Các bài quyền tấn công hay tự vệ được trình bày rõ ràng dễ hiểu.Trước khi học các tuyệt kỹ bạn cũng sẽ được hướng dẫn tư thế chuẩn bị và các lưu ý khi luyện công để tránh những tại nạn không đáng có xảy ra.Mời bạn đón đọc. ",30.0, 13 x 19 cm , 04/2007 , Nhà sách Hoa Sen , Nxb Phương Đông ,252.0, Nguyễn Tường , Bìa mềm ,
Võ Thuật Cổ Truyền Ứng Dụng Vào Sân Khấu - Điện Ảnh,/public/images/no_image.png,Võ thuật,  Thông tin tác giả    Nguyễn Thu Vân     Vào trang riêng của tác giả   Xem tất cả các sách của tác giả     Mục lục: Phần 1: Vài nét về múa trình thức võ thuật trên sân khấu cải lương Múa cải lương Ngoại bộ võ thuật áp dụng trên sân khấu cải lương qua các nhân vật hài Múa trang trí Mảng chèo thuyền trong vở “Kim Đồng” Vài nét về võ thuật Việt Nam và những ứng dụng trên sân khấu Những bài học sáng tạo của nghệ sĩ nhân dân Nguyễn Phương Danh và đoàn cải lương nam bộ Một số gợi ý về tạo dáng ngoại bộ áp dụng nhân vật hiện đại Phần 2: Giáo trình căn bản ứng dụng võ thuật vào sân khấu – điện ảnh Chương 1: Luật cân bằng của cơ thể người Chương 2: Luật chuyển động của hình thể Chương 3: Múa biểu tượng Phần 3: Võ nghệ thuật Chương 1: Võ tay không (Quyền) Chương 2: Võ có đạo cụ (Binh khí) Phần 4: Phụ lục Mời bạn đón đọc. ,40.0, 14.5x20.5 cm , 12/2008 , Quang Minh , Nxb Phương Đông ,208.0, Nguyễn Thu Vân , Bìa mềm ,
Tìm Hiểu Võ Học - Bí Mật Võ Lâm Chân Truyền,https://www.vinabook.com/images/thumbnails/product/240x/198823_p66569mbt.jpg,Võ thuật,"  Thông tin tác giả    Lý Băng Sơn     Vào trang riêng của tác giả   Xem tất cả các sách của tác giả     Sức mạnh con người không giống với sức mạnh của các loài cầm thú, vì sức mạnh của các loài cầm thú có được là do bẩm sinh, còn sức mạnh của con người, ngoài bẩm sinh, còn được nâng lên bội phần nhờ sự luyện tập. Con người có thể thông qua nhiều hình thức luyện tập, nhưng đắc lực nhất vẫn là bộ môn võ thuật. Võ thuật là một sản phẩm văn hóa đặc trưng chỉ có con người mới có. Nói đến võ thuật, chúng ta không thể không nhắc tới nền võ học cổ truyền Việt Nam, với lịch sử rất lâu đời, trải qua nhiều khói lửa chiến tranh, với những kinh nghiệm thực tiễn, nhiều môn võ, dòng phái khác biệt đã cùng nhau viết nên một lịch sử văn hiến hào hùng của dân tộc.Mời bạn đón đọc. ",83.0, 13.5 x 20.5 cm , 2013 , Minh Long , Nxb thể dục thể thao ,468.0, Lý Băng Sơn , Bìa mềm ,
